#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1047    0.99400E+03   -0.72355E+02    0.52611E-05   -0.72355E+02    0.33640E+02    0.54355E-06    0.52611E-05    0.54355E-06    0.42922E-08
  1048    0.99657E+03   -0.72989E+02    0.52346E-05   -0.72989E+02    0.33373E+02    0.54045E-06    0.52346E-05    0.54045E-06    0.42838E-08
  1049    0.99930E+03   -0.73595E+02    0.52088E-05   -0.73595E+02    0.33105E+02    0.53731E-06    0.52088E-05    0.53731E-06    0.42754E-08
  1050    0.10020E+04   -0.74179E+02    0.51837E-05   -0.74179E+02    0.32833E+02    0.53412E-06    0.51837E-05    0.53412E-06    0.42670E-08
  1051    0.10048E+04   -0.74742E+02    0.51594E-05   -0.74742E+02    0.32559E+02    0.53089E-06    0.51594E-05    0.53089E-06    0.42586E-08
  1052    0.10077E+04   -0.75277E+02    0.51356E-05   -0.75277E+02    0.32283E+02    0.52761E-06    0.51356E-05    0.52761E-06    0.42503E-08
  1053    0.10106E+04   -0.75790E+02    0.51126E-05   -0.75790E+02    0.32004E+02    0.52429E-06    0.51126E-05    0.52429E-06    0.42419E-08
  1054    0.10135E+04   -0.76282E+02    0.50901E-05   -0.76282E+02    0.31724E+02    0.52092E-06    0.50901E-05    0.52092E-06    0.42336E-08
  1055    0.10164E+04   -0.76746E+02    0.50682E-05   -0.76746E+02    0.31442E+02    0.51752E-06    0.50682E-05    0.51752E-06    0.42254E-08
  1056    0.10193E+04   -0.77189E+02    0.50468E-05   -0.77189E+02    0.31158E+02    0.51407E-06    0.50468E-05    0.51407E-06    0.42171E-08
  1057    0.10224E+04   -0.77602E+02    0.50259E-05   -0.77602E+02    0.30872E+02    0.51058E-06    0.50259E-05    0.51058E-06    0.42089E-08
  1058    0.10256E+04   -0.77995E+02    0.50055E-05   -0.77995E+02    0.30585E+02    0.50704E-06    0.50055E-05    0.50704E-06    0.42006E-08
  1059    0.10288E+04   -0.78359E+02    0.49855E-05   -0.78359E+02    0.30296E+02    0.50347E-06    0.49855E-05    0.50347E-06    0.41924E-08
  1060    0.10319E+04   -0.78701E+02    0.49659E-05   -0.78701E+02    0.30005E+02    0.49986E-06    0.49659E-05    0.49986E-06    0.41843E-08
  1061    0.10351E+04   -0.79015E+02    0.49467E-05   -0.79015E+02    0.29714E+02    0.49621E-06    0.49467E-05    0.49621E-06    0.41761E-08
  1062    0.10383E+04   -0.79308E+02    0.49277E-05   -0.79308E+02    0.29422E+02    0.49253E-06    0.49277E-05    0.49253E-06    0.41680E-08
  1063    0.10414E+04   -0.79571E+02    0.49091E-05   -0.79571E+02    0.29128E+02    0.48880E-06    0.49091E-05    0.48880E-06    0.41598E-08
  1064    0.10446E+04   -0.79821E+02    0.48907E-05   -0.79821E+02    0.28834E+02    0.48504E-06    0.48907E-05    0.48504E-06    0.41518E-08
  1065    0.10479E+04   -0.80041E+02    0.48725E-05   -0.80041E+02    0.28538E+02    0.48124E-06    0.48725E-05    0.48124E-06    0.41437E-08
  1066    0.10510E+04   -0.80233E+02    0.48545E-05   -0.80233E+02    0.28242E+02    0.47741E-06    0.48545E-05    0.47741E-06    0.41356E-08
  1067    0.10544E+04   -0.80396E+02    0.48367E-05   -0.80396E+02    0.27945E+02    0.47355E-06    0.48367E-05    0.47355E-06    0.41276E-08
  1068    0.10576E+04   -0.80537E+02    0.48189E-05   -0.80537E+02    0.27648E+02    0.46965E-06    0.48189E-05    0.46965E-06    0.41196E-08
  1069    0.10609E+04   -0.80664E+02    0.48012E-05   -0.80664E+02    0.27351E+02    0.46572E-06    0.48012E-05    0.46572E-06    0.41116E-08
  1070    0.10642E+04   -0.80763E+02    0.47836E-05   -0.80763E+02    0.27053E+02    0.46175E-06    0.47836E-05    0.46175E-06    0.41036E-08
  1071    0.10674E+04   -0.80832E+02    0.47660E-05   -0.80832E+02    0.26756E+02    0.45776E-06    0.47660E-05    0.45776E-06    0.40957E-08
  1072    0.10707E+04   -0.80872E+02    0.47483E-05   -0.80872E+02    0.26458E+02    0.45373E-06    0.47483E-05    0.45373E-06    0.40877E-08
  1073    0.10741E+04   -0.80890E+02    0.47306E-05   -0.80890E+02    0.26160E+02    0.44967E-06    0.47306E-05    0.44967E-06    0.40798E-08
  1074    0.10773E+04   -0.80887E+02    0.47127E-05   -0.80887E+02    0.25864E+02    0.44559E-06    0.47127E-05    0.44559E-06    0.40719E-08
  1075    0.10806E+04   -0.80862E+02    0.46948E-05   -0.80862E+02    0.25566E+02    0.44147E-06    0.46948E-05    0.44147E-06    0.40641E-08
  1076    0.10838E+04   -0.80808E+02    0.46766E-05   -0.80808E+02    0.25269E+02    0.43733E-06    0.46766E-05    0.43733E-06    0.40562E-08
  1077    0.10871E+04   -0.80739E+02    0.46583E-05   -0.80739E+02    0.24973E+02    0.43316E-06    0.46583E-05    0.43316E-06    0.40484E-08
  1078    0.10903E+04   -0.80626E+02    0.46397E-05   -0.80626E+02    0.24678E+02    0.42896E-06    0.46397E-05    0.42896E-06    0.40406E-08
  1079    0.10934E+04   -0.80507E+02    0.46208E-05   -0.80507E+02    0.24383E+02    0.42473E-06    0.46208E-05    0.42473E-06    0.40328E-08
  1080    0.10967E+04   -0.80365E+02    0.46017E-05   -0.80365E+02    0.24088E+02    0.42048E-06    0.46017E-05    0.42048E-06    0.40250E-08
  1081    0.10998E+04   -0.80195E+02    0.45821E-05   -0.80195E+02    0.23797E+02    0.41621E-06    0.45821E-05    0.41621E-06    0.40172E-08
  1082    0.11029E+04   -0.80002E+02    0.45622E-05   -0.80002E+02    0.23505E+02    0.41191E-06    0.45622E-05    0.41191E-06    0.40095E-08
  1083    0.11060E+04   -0.79787E+02    0.45419E-05   -0.79787E+02    0.23214E+02    0.40759E-06    0.45419E-05    0.40759E-06    0.40018E-08
  1084    0.11091E+04   -0.79551E+02    0.45211E-05   -0.79551E+02    0.22926E+02    0.40325E-06    0.45211E-05    0.40325E-06    0.39941E-08
  1085    0.11122E+04   -0.79285E+02    0.44999E-05   -0.79285E+02    0.22638E+02    0.39888E-06    0.44999E-05    0.39888E-06    0.39864E-08
  1086    0.11152E+04   -0.79012E+02    0.44781E-05   -0.79012E+02    0.22352E+02    0.39450E-06    0.44781E-05    0.39450E-06    0.39788E-08
  1087    0.11182E+04   -0.78694E+02    0.44557E-05   -0.78694E+02    0.22069E+02    0.39009E-06    0.44557E-05    0.39009E-06    0.39711E-08
  1088    0.11211E+04   -0.78370E+02    0.44328E-05   -0.78370E+02    0.21785E+02    0.38566E-06    0.44328E-05    0.38566E-06    0.39635E-08
  1089    0.11240E+04   -0.78016E+02    0.44092E-05   -0.78016E+02    0.21504E+02    0.38122E-06    0.44092E-05    0.38122E-06    0.39559E-08
  1090    0.11269E+04   -0.77654E+02    0.43850E-05   -0.77654E+02    0.21226E+02    0.37675E-06    0.43850E-05    0.37675E-06    0.39483E-08
  1091    0.11297E+04   -0.77256E+02    0.43601E-05   -0.77256E+02    0.20949E+02    0.37227E-06    0.43601E-05    0.37227E-06    0.39408E-08
  1092    0.11326E+04   -0.76843E+02    0.43344E-05   -0.76843E+02    0.20673E+02    0.36777E-06    0.43344E-05    0.36777E-06    0.39332E-08
  1093    0.11353E+04   -0.76407E+02    0.43080E-05   -0.76407E+02    0.20401E+02    0.36325E-06    0.43080E-05    0.36325E-06    0.39257E-08
  1094    0.11379E+04   -0.75957E+02    0.42807E-05   -0.75957E+02    0.20131E+02    0.35872E-06    0.42807E-05    0.35872E-06    0.39182E-08
  1095    0.11406E+04   -0.75492E+02    0.42526E-05   -0.75492E+02    0.19864E+02    0.35418E-06    0.42526E-05    0.35418E-06    0.39107E-08
  1096    0.11432E+04   -0.74997E+02    0.42237E-05   -0.74997E+02    0.19598E+02    0.34962E-06    0.42237E-05    0.34962E-06    0.39032E-08
  1097    0.11457E+04   -0.74480E+02    0.41938E-05   -0.74480E+02    0.19335E+02    0.34504E-06    0.41938E-05    0.34504E-06    0.38958E-08
  1098    0.11482E+04   -0.73949E+02    0.41630E-05   -0.73949E+02    0.19076E+02    0.34045E-06    0.41630E-05    0.34045E-06    0.38884E-08
  1099    0.11507E+04   -0.73402E+02    0.41312E-05   -0.73402E+02    0.18820E+02    0.33585E-06    0.41312E-05    0.33585E-06    0.38809E-08
  1100    0.11531E+04   -0.72833E+02    0.40984E-05   -0.72833E+02    0.18566E+02    0.33124E-06    0.40984E-05    0.33124E-06    0.38735E-08
  1101    0.11554E+04   -0.72246E+02    0.40646E-05   -0.72246E+02    0.18315E+02    0.32662E-06    0.40646E-05    0.32662E-06    0.38662E-08
  1102    0.11578E+04   -0.71640E+02    0.40298E-05   -0.71640E+02    0.18067E+02    0.32199E-06    0.40298E-05    0.32199E-06    0.38588E-08
  1103    0.11600E+04   -0.71018E+02    0.39939E-05   -0.71018E+02    0.17823E+02    0.31735E-06    0.39939E-05    0.31735E-06    0.38515E-08
  1104    0.11622E+04   -0.70378E+02    0.39572E-05   -0.70378E+02    0.17583E+02    0.31270E-06    0.39572E-05    0.31270E-06    0.38442E-08
  1105    0.11642E+04   -0.69721E+02    0.39195E-05   -0.69721E+02    0.17345E+02    0.30804E-06    0.39195E-05    0.30804E-06    0.38369E-08
  1106    0.11662E+04   -0.69048E+02    0.38810E-05   -0.69048E+02    0.17110E+02    0.30338E-06    0.38810E-05    0.30338E-06    0.38296E-08
  1107    0.11682E+04   -0.68359E+02    0.38416E-05   -0.68359E+02    0.16879E+02    0.29871E-06    0.38416E-05    0.29871E-06    0.38223E-08
  1108    0.11701E+04   -0.67654E+02    0.38014E-05   -0.67654E+02    0.16651E+02    0.29403E-06    0.38014E-05    0.29403E-06    0.38150E-08
  1109    0.11719E+04   -0.66934E+02    0.37605E-05   -0.66934E+02    0.16425E+02    0.28935E-06    0.37605E-05    0.28935E-06    0.38078E-08
  1110    0.11737E+04   -0.66199E+02    0.37189E-05   -0.66199E+02    0.16205E+02    0.28466E-06    0.37189E-05    0.28466E-06    0.38006E-08
  1111    0.11753E+04   -0.65449E+02    0.36766E-05   -0.65449E+02    0.15989E+02    0.27997E-06    0.36766E-05    0.27997E-06    0.37934E-08
  1112    0.11770E+04   -0.64686E+02    0.36336E-05   -0.64686E+02    0.15776E+02    0.27527E-06    0.36336E-05    0.27527E-06    0.37862E-08
  1113    0.11785E+04   -0.63908E+02    0.35900E-05   -0.63908E+02    0.15567E+02    0.27058E-06    0.35900E-05    0.27058E-06    0.37791E-08
  1114    0.11799E+04   -0.63117E+02    0.35459E-05   -0.63117E+02    0.15362E+02    0.26588E-06    0.35459E-05    0.26588E-06    0.37719E-08
  1115    0.11813E+04   -0.62314E+02    0.35012E-05   -0.62314E+02    0.15162E+02    0.26118E-06    0.35012E-05    0.26118E-06    0.37648E-08
  1116    0.11827E+04   -0.61499E+02    0.34560E-05   -0.61499E+02    0.14965E+02    0.25649E-06    0.34560E-05    0.25649E-06    0.37577E-08
  1117    0.11839E+04   -0.60671E+02    0.34103E-05   -0.60671E+02    0.14773E+02    0.25179E-06    0.34103E-05    0.25179E-06    0.37506E-08
  1118    0.11850E+04   -0.59831E+02    0.33643E-05   -0.59831E+02    0.14586E+02    0.24709E-06    0.33643E-05    0.24709E-06    0.37435E-08
  1119    0.11861E+04   -0.58980E+02    0.33178E-05   -0.58980E+02    0.14402E+02    0.24240E-06    0.33178E-05    0.24240E-06    0.37365E-08
  1120    0.11871E+04   -0.58118E+02    0.32710E-05   -0.58118E+02    0.14223E+02    0.23771E-06    0.32710E-05    0.23771E-06    0.37294E-08
  1121    0.11881E+04   -0.57245E+02    0.32238E-05   -0.57245E+02    0.14049E+02    0.23302E-06    0.32238E-05    0.23302E-06    0.37224E-08
  1122    0.11889E+04   -0.56363E+02    0.31764E-05   -0.56363E+02    0.13878E+02    0.22834E-06    0.31764E-05    0.22834E-06    0.37154E-08
  1123    0.11896E+04   -0.55471E+02    0.31287E-05   -0.55471E+02    0.13714E+02    0.22366E-06    0.31287E-05    0.22366E-06    0.37084E-08
  1124    0.11903E+04   -0.54570E+02    0.30809E-05   -0.54570E+02    0.13552E+02    0.21898E-06    0.30809E-05    0.21898E-06    0.37014E-08
  1125    0.11909E+04   -0.53660E+02    0.30328E-05   -0.53660E+02    0.13396E+02    0.21432E-06    0.30328E-05    0.21432E-06    0.36945E-08
  1126    0.11914E+04   -0.52742E+02    0.29846E-05   -0.52742E+02    0.13244E+02    0.20966E-06    0.29846E-05    0.20966E-06    0.36876E-08
  1127    0.11918E+04   -0.51816E+02    0.29364E-05   -0.51816E+02    0.13097E+02    0.20500E-06    0.29364E-05    0.20500E-06    0.36806E-08
  1128    0.11922E+04   -0.50883E+02    0.28880E-05   -0.50883E+02    0.12955E+02    0.20036E-06    0.28880E-05    0.20036E-06    0.36737E-08
  1129    0.11925E+04   -0.49942E+02    0.28397E-05   -0.49942E+02    0.12819E+02    0.19573E-06    0.28397E-05    0.19573E-06    0.36668E-08
  1130    0.11925E+04   -0.48995E+02    0.27913E-05   -0.48995E+02    0.12686E+02    0.19110E-06    0.27913E-05    0.19110E-06    0.36600E-08
  1131    0.11927E+04   -0.48043E+02    0.27430E-05   -0.48043E+02    0.12559E+02    0.18649E-06    0.27430E-05    0.18649E-06    0.36531E-08
  1132    0.11927E+04   -0.47085E+02    0.26948E-05   -0.47085E+02    0.12436E+02    0.18189E-06    0.26948E-05    0.18189E-06    0.36463E-08
  1133    0.11925E+04   -0.46121E+02    0.26467E-05   -0.46121E+02    0.12320E+02    0.17730E-06    0.26467E-05    0.17730E-06    0.36395E-08
  1134    0.11924E+04   -0.45153E+02    0.25988E-05   -0.45153E+02    0.12207E+02    0.17272E-06    0.25988E-05    0.17272E-06    0.36327E-08
  1135    0.11921E+04   -0.44180E+02    0.25510E-05   -0.44180E+02    0.12099E+02    0.16815E-06    0.25510E-05    0.16815E-06    0.36259E-08
  1136    0.11917E+04   -0.43205E+02    0.25035E-05   -0.43205E+02    0.11997E+02    0.16360E-06    0.25035E-05    0.16360E-06    0.36191E-08
  1137    0.11913E+04   -0.42224E+02    0.24563E-05   -0.42224E+02    0.11900E+02    0.15907E-06    0.24563E-05    0.15907E-06    0.36124E-08
  1138    0.11908E+04   -0.41241E+02    0.24093E-05   -0.41241E+02    0.11808E+02    0.15455E-06    0.24093E-05    0.15455E-06    0.36056E-08
  1139    0.11902E+04   -0.40255E+02    0.23628E-05   -0.40255E+02    0.11721E+02    0.15005E-06    0.23628E-05    0.15005E-06    0.35989E-08
  1140    0.11895E+04   -0.39268E+02    0.23165E-05   -0.39268E+02    0.11639E+02    0.14556E-06    0.23165E-05    0.14556E-06    0.35922E-08
  1141    0.11887E+04   -0.38278E+02    0.22707E-05   -0.38278E+02    0.11561E+02    0.14109E-06    0.22707E-05    0.14109E-06    0.35855E-08
  1142    0.11878E+04   -0.37288E+02    0.22254E-05   -0.37288E+02    0.11490E+02    0.13664E-06    0.22254E-05    0.13664E-06    0.35788E-08
  1143    0.11868E+04   -0.36297E+02    0.21805E-05   -0.36297E+02    0.11423E+02    0.13221E-06    0.21805E-05    0.13221E-06    0.35722E-08
  1144    0.11857E+04   -0.35306E+02    0.21362E-05   -0.35306E+02    0.11361E+02    0.12780E-06    0.21362E-05    0.12780E-06    0.35655E-08
  1145    0.11846E+04   -0.34314E+02    0.20924E-05   -0.34314E+02    0.11305E+02    0.12341E-06    0.20924E-05    0.12341E-06    0.35589E-08
  1146    0.11834E+04   -0.33323E+02    0.20493E-05   -0.33323E+02    0.11253E+02    0.11904E-06    0.20493E-05    0.11904E-06    0.35523E-08
  1147    0.11820E+04   -0.32333E+02    0.20067E-05   -0.32333E+02    0.11208E+02    0.11470E-06    0.20067E-05    0.11470E-06    0.35457E-08
  1148    0.11806E+04   -0.31345E+02    0.19649E-05   -0.31345E+02    0.11166E+02    0.11037E-06    0.19649E-05    0.11037E-06    0.35391E-08
  1149    0.11791E+04   -0.30358E+02    0.19237E-05   -0.30358E+02    0.11130E+02    0.10607E-06    0.19237E-05    0.10607E-06    0.35326E-08
  1150    0.11775E+04   -0.29374E+02    0.18833E-05   -0.29374E+02    0.11099E+02    0.10180E-06    0.18833E-05    0.10180E-06    0.35260E-08
  1151    0.11759E+04   -0.28392E+02    0.18437E-05   -0.28392E+02    0.11074E+02    0.97547E-07    0.18437E-05    0.97547E-07    0.35195E-08
  1152    0.11741E+04   -0.27414E+02    0.18048E-05   -0.27414E+02    0.11053E+02    0.93320E-07    0.18048E-05    0.93320E-07    0.35130E-08
  1153    0.11724E+04   -0.26439E+02    0.17668E-05   -0.26439E+02    0.11038E+02    0.89116E-07    0.17668E-05    0.89116E-07    0.35065E-08
  1154    0.11705E+04   -0.25467E+02    0.17297E-05   -0.25467E+02    0.11028E+02    0.84936E-07    0.17297E-05    0.84936E-07    0.35000E-08
  1155    0.11685E+04   -0.24500E+02    0.16933E-05   -0.24500E+02    0.11023E+02    0.80778E-07    0.16933E-05    0.80778E-07    0.34935E-08
  1156    0.11664E+04   -0.23538E+02    0.16579E-05   -0.23538E+02    0.11022E+02    0.76642E-07    0.16579E-05    0.76642E-07    0.34870E-08
  1157    0.11642E+04   -0.22581E+02    0.16234E-05   -0.22581E+02    0.11026E+02    0.72527E-07    0.16234E-05    0.72527E-07    0.34806E-08
  1158    0.11620E+04   -0.21630E+02    0.15897E-05   -0.21630E+02    0.11036E+02    0.68432E-07    0.15897E-05    0.68432E-07    0.34742E-08
  1159    0.11598E+04   -0.20684E+02    0.15570E-05   -0.20684E+02    0.11051E+02    0.64357E-07    0.15570E-05    0.64357E-07    0.34678E-08
  1160    0.11573E+04   -0.19746E+02    0.15253E-05   -0.19746E+02    0.11071E+02    0.60302E-07    0.15253E-05    0.60302E-07    0.34614E-08
  1161    0.11549E+04   -0.18813E+02    0.14945E-05   -0.18813E+02    0.11095E+02    0.56265E-07    0.14945E-05    0.56265E-07    0.34550E-08
  1162    0.11523E+04   -0.17889E+02    0.14647E-05   -0.17889E+02    0.11125E+02    0.52246E-07    0.14647E-05    0.52246E-07    0.34486E-08
  1163    0.11497E+04   -0.16972E+02    0.14359E-05   -0.16972E+02    0.11159E+02    0.48244E-07    0.14359E-05    0.48244E-07    0.34423E-08
  1164    0.11470E+04   -0.16063E+02    0.14082E-05   -0.16063E+02    0.11199E+02    0.44258E-07    0.14082E-05    0.44258E-07    0.34360E-08
  1165    0.11443E+04   -0.15162E+02    0.13815E-05   -0.15162E+02    0.11243E+02    0.40289E-07    0.13815E-05    0.40289E-07    0.34296E-08
  1166    0.11413E+04   -0.14270E+02    0.13558E-05   -0.14270E+02    0.11292E+02    0.36335E-07    0.13558E-05    0.36335E-07    0.34233E-08
  1167    0.11385E+04   -0.13387E+02    0.13312E-05   -0.13387E+02    0.11345E+02    0.32396E-07    0.13312E-05    0.32396E-07    0.34170E-08
  1168    0.11355E+04   -0.12513E+02    0.13078E-05   -0.12513E+02    0.11404E+02    0.28471E-07    0.13078E-05    0.28471E-07    0.34108E-08
  1169    0.11325E+04   -0.11650E+02    0.12854E-05   -0.11650E+02    0.11466E+02    0.24560E-07    0.12854E-05    0.24560E-07    0.34045E-08
  1170    0.11294E+04   -0.10796E+02    0.12642E-05   -0.10796E+02    0.11534E+02    0.20661E-07    0.12642E-05    0.20661E-07    0.33983E-08
  1171    0.11261E+04   -0.99538E+01    0.12442E-05   -0.99538E+01    0.11606E+02    0.16774E-07    0.12442E-05    0.16774E-07    0.33920E-08
  1172    0.11229E+04   -0.91221E+01    0.12253E-05   -0.91221E+01    0.11683E+02    0.12899E-07    0.12253E-05    0.12899E-07    0.33858E-08
  1173    0.11196E+04   -0.83012E+01    0.12077E-05   -0.83012E+01    0.11764E+02    0.90348E-08    0.12077E-05    0.90348E-08    0.33796E-08
  1174    0.11162E+04   -0.74922E+01    0.11912E-05   -0.74922E+01    0.11848E+02    0.51809E-08    0.11912E-05    0.51809E-08    0.33734E-08
  1175    0.11128E+04   -0.66950E+01    0.11760E-05   -0.66950E+01    0.11937E+02    0.13365E-08    0.11760E-05    0.13365E-08    0.33673E-08
  1176    0.11092E+04   -0.59105E+01    0.11621E-05   -0.59105E+01    0.12031E+02   -0.24988E-08    0.11621E-05   -0.24988E-08    0.33611E-08
  1177    0.11056E+04   -0.51381E+01    0.11494E-05   -0.51381E+01    0.12130E+02   -0.63257E-08    0.11494E-05   -0.63257E-08    0.33549E-08
  1178    0.11019E+04   -0.43786E+01    0.11380E-05   -0.43786E+01    0.12231E+02   -0.10145E-07    0.11380E-05   -0.10145E-07    0.33488E-08
  1179    0.10983E+04   -0.36321E+01    0.11279E-05   -0.36321E+01    0.12339E+02   -0.13957E-07    0.11279E-05   -0.13957E-07    0.33427E-08
  1180    0.10946E+04   -0.28989E+01    0.11191E-05   -0.28989E+01    0.12450E+02   -0.17763E-07    0.11191E-05   -0.17763E-07    0.33366E-08
  1181    0.10908E+04   -0.21794E+01    0.11117E-05   -0.21794E+01    0.12564E+02   -0.21563E-07    0.11117E-05   -0.21563E-07    0.33305E-08
  1182    0.10869E+04   -0.14739E+01    0.11057E-05   -0.14739E+01    0.12682E+02   -0.25358E-07    0.11057E-05   -0.25358E-07    0.33244E-08
  1183    0.10830E+04   -0.78249E+00    0.11010E-05   -0.78249E+00    0.12804E+02   -0.29148E-07    0.11010E-05   -0.29148E-07    0.33184E-08
  1184    0.10790E+04   -0.10557E+00    0.10977E-05   -0.10557E+00    0.12930E+02   -0.32934E-07    0.10977E-05   -0.32934E-07    0.33123E-08
  1185    0.10750E+04    0.55675E+00    0.10959E-05    0.55675E+00    0.13060E+02   -0.36717E-07    0.10959E-05   -0.36717E-07    0.33063E-08
  1186    0.10709E+04    0.12040E+01    0.10955E-05    0.12040E+01    0.13193E+02   -0.40498E-07    0.10955E-05   -0.40498E-07    0.33003E-08
  1187    0.10668E+04    0.18362E+01    0.10966E-05    0.18362E+01    0.13330E+02   -0.44277E-07    0.10966E-05   -0.44277E-07    0.32943E-08
  1188    0.10627E+04    0.24527E+01    0.10991E-05    0.24527E+01    0.13470E+02   -0.48054E-07    0.10991E-05   -0.48054E-07    0.32883E-08
  1189    0.10584E+04    0.30539E+01    0.11032E-05    0.30539E+01    0.13614E+02   -0.51830E-07    0.11032E-05   -0.51830E-07    0.32823E-08
  1190    0.10542E+04    0.36390E+01    0.11087E-05    0.36390E+01    0.13761E+02   -0.55607E-07    0.11087E-05   -0.55607E-07    0.32764E-08
  1191    0.10499E+04    0.42084E+01    0.11158E-05    0.42084E+01    0.13911E+02   -0.59384E-07    0.11158E-05   -0.59384E-07    0.32704E-08
  1192    0.10456E+04    0.47614E+01    0.11245E-05    0.47614E+01    0.14065E+02   -0.63162E-07    0.11245E-05   -0.63162E-07    0.32645E-08
  1193    0.10412E+04    0.52982E+01    0.11347E-05    0.52982E+01    0.14221E+02   -0.66942E-07    0.11347E-05   -0.66942E-07    0.32586E-08
  1194    0.10368E+04    0.58185E+01    0.11465E-05    0.58185E+01    0.14381E+02   -0.70725E-07    0.11465E-05   -0.70725E-07    0.32526E-08
  1195    0.10324E+04    0.63222E+01    0.11600E-05    0.63222E+01    0.14543E+02   -0.74510E-07    0.11600E-05   -0.74510E-07    0.32468E-08
  1196    0.10278E+04    0.68087E+01    0.11750E-05    0.68087E+01    0.14710E+02   -0.78300E-07    0.11750E-05   -0.78300E-07    0.32409E-08
  1197    0.10234E+04    0.72784E+01    0.11917E-05    0.72784E+01    0.14878E+02   -0.82094E-07    0.11917E-05   -0.82094E-07    0.32350E-08
  1198    0.10188E+04    0.77299E+01    0.12101E-05    0.77299E+01    0.15048E+02   -0.85893E-07    0.12101E-05   -0.85893E-07    0.32292E-08
  1199    0.10142E+04    0.81653E+01    0.12302E-05    0.81653E+01    0.15222E+02   -0.89697E-07    0.12302E-05   -0.89697E-07    0.32233E-08
  1200    0.10096E+04    0.85831E+01    0.12520E-05    0.85831E+01    0.15398E+02   -0.93508E-07    0.12520E-05   -0.93508E-07    0.32175E-08
  1201    0.10050E+04    0.89826E+01    0.12755E-05    0.89826E+01    0.15576E+02   -0.97326E-07    0.12755E-05   -0.97326E-07    0.32117E-08
  1202    0.10003E+04    0.93652E+01    0.13006E-05    0.93652E+01    0.15757E+02   -0.10115E-06    0.13006E-05   -0.10115E-06    0.32059E-08
  1203    0.99566E+03    0.97294E+01    0.13273E-05    0.97294E+01    0.15941E+02   -0.10498E-06    0.13273E-05   -0.10498E-06    0.32001E-08
  1204    0.99093E+03    0.10076E+02    0.13555E-05    0.10076E+02    0.16126E+02   -0.10881E-06    0.13555E-05   -0.10881E-06    0.31943E-08
  1205    0.98620E+03    0.10404E+02    0.13850E-05    0.10404E+02    0.16312E+02   -0.11264E-06    0.13850E-05   -0.11264E-06    0.31885E-08
  1206    0.98146E+03    0.10714E+02    0.14159E-05    0.10714E+02    0.16502E+02   -0.11647E-06    0.14159E-05   -0.11647E-06    0.31828E-08
  1207    0.97679E+03    0.11006E+02    0.14481E-05    0.11006E+02    0.16693E+02   -0.12030E-06    0.14481E-05   -0.12030E-06    0.31771E-08
  1208    0.97205E+03    0.11280E+02    0.14814E-05    0.11280E+02    0.16886E+02   -0.12413E-06    0.14814E-05   -0.12413E-06    0.31713E-08
  1209    0.96722E+03    0.11535E+02    0.15158E-05    0.11535E+02    0.17081E+02   -0.12795E-06    0.15158E-05   -0.12795E-06    0.31656E-08
  1210    0.96247E+03    0.11772E+02    0.15513E-05    0.11772E+02    0.17277E+02   -0.13177E-06    0.15513E-05   -0.13177E-06    0.31599E-08
  1211    0.95764E+03    0.11990E+02    0.15876E-05    0.11990E+02    0.17475E+02   -0.13558E-06    0.15876E-05   -0.13558E-06    0.31542E-08
  1212    0.95287E+03    0.12190E+02    0.16248E-05    0.12190E+02    0.17674E+02   -0.13939E-06    0.16248E-05   -0.13939E-06    0.31486E-08
  1213    0.94803E+03    0.12372E+02    0.16628E-05    0.12372E+02    0.17874E+02   -0.14318E-06    0.16628E-05   -0.14318E-06    0.31429E-08
  1214    0.94326E+03    0.12534E+02    0.17014E-05    0.12534E+02    0.18076E+02   -0.14696E-06    0.17014E-05   -0.14696E-06    0.31373E-08
  1215    0.93849E+03    0.12678E+02    0.17407E-05    0.12678E+02    0.18279E+02   -0.15073E-06    0.17407E-05   -0.15073E-06    0.31316E-08
  1216    0.93371E+03    0.12804E+02    0.17805E-05    0.12804E+02    0.18483E+02   -0.15449E-06    0.17805E-05   -0.15449E-06    0.31260E-08
  1217    0.92877E+03    0.12911E+02    0.18207E-05    0.12911E+02    0.18688E+02   -0.15823E-06    0.18207E-05   -0.15823E-06    0.31204E-08
  1218    0.92398E+03    0.12999E+02    0.18613E-05    0.12999E+02    0.18894E+02   -0.16196E-06    0.18613E-05   -0.16196E-06    0.31148E-08
  1219    0.91912E+03    0.13070E+02    0.19022E-05    0.13070E+02    0.19100E+02   -0.16567E-06    0.19022E-05   -0.16567E-06    0.31092E-08
  1220    0.91432E+03    0.13121E+02    0.19434E-05    0.13121E+02    0.19307E+02   -0.16936E-06    0.19434E-05   -0.16936E-06    0.31037E-08
  1221    0.90952E+03    0.13154E+02    0.19846E-05    0.13154E+02    0.19514E+02   -0.17302E-06    0.19846E-05   -0.17302E-06    0.30981E-08
  1222    0.90471E+03    0.13167E+02    0.20259E-05    0.13167E+02    0.19723E+02   -0.17667E-06    0.20259E-05   -0.17667E-06    0.30926E-08
  1223    0.89990E+03    0.13164E+02    0.20672E-05    0.13164E+02    0.19932E+02   -0.18030E-06    0.20672E-05   -0.18030E-06    0.30870E-08
  1224    0.89509E+03    0.13141E+02    0.21083E-05    0.13141E+02    0.20140E+02   -0.18389E-06    0.21083E-05   -0.18389E-06    0.30815E-08
