#    L    TT             EE             TE             PP             TP          
  2408    0.13069E-10    0.30708E-12   -0.68891E-12    0.49306E-08    0.27016E-12
  2409    0.13041E-10    0.30535E-12   -0.67863E-12    0.49257E-08    0.27151E-12
  2410    0.13014E-10    0.30370E-12   -0.66836E-12    0.49209E-08    0.27287E-12
  2411    0.12985E-10    0.30210E-12   -0.65814E-12    0.49161E-08    0.27424E-12
  2412    0.12955E-10    0.30057E-12   -0.64793E-12    0.49114E-08    0.27563E-12
  2413    0.12926E-10    0.29910E-12   -0.63779E-12    0.49066E-08    0.27703E-12
  2414    0.12896E-10    0.29769E-12   -0.62767E-12    0.49018E-08    0.27844E-12
  2415    0.12865E-10    0.29634E-12   -0.61761E-12    0.48970E-08    0.27986E-12
  2416    0.12835E-10    0.29506E-12   -0.60759E-12    0.48923E-08    0.28130E-12
  2417    0.12803E-10    0.29383E-12   -0.59762E-12    0.48875E-08    0.28275E-12
  2418    0.12772E-10    0.29266E-12   -0.58772E-12    0.48827E-08    0.28420E-12
  2419    0.12739E-10    0.29154E-12   -0.57788E-12    0.48780E-08    0.28567E-12
  2420    0.12707E-10    0.29051E-12   -0.56810E-12    0.48732E-08    0.28715E-12
  2421    0.12673E-10    0.28952E-12   -0.55838E-12    0.48685E-08    0.28864E-12
  2422    0.12640E-10    0.28860E-12   -0.54873E-12    0.48638E-08    0.29014E-12
  2423    0.12605E-10    0.28774E-12   -0.53916E-12    0.48590E-08    0.29165E-12
  2424    0.12570E-10    0.28693E-12   -0.52966E-12    0.48543E-08    0.29317E-12
  2425    0.12536E-10    0.28620E-12   -0.52024E-12    0.48496E-08    0.29469E-12
  2426    0.12500E-10    0.28552E-12   -0.51091E-12    0.48449E-08    0.29623E-12
  2427    0.12464E-10    0.28488E-12   -0.50165E-12    0.48402E-08    0.29777E-12
  2428    0.12429E-10    0.28432E-12   -0.49248E-12    0.48355E-08    0.29933E-12
  2429    0.12392E-10    0.28380E-12   -0.48342E-12    0.48308E-08    0.30089E-12
  2430    0.12356E-10    0.28335E-12   -0.47444E-12    0.48261E-08    0.30246E-12
  2431    0.12317E-10    0.28296E-12   -0.46555E-12    0.48214E-08    0.30403E-12
  2432    0.12281E-10    0.28262E-12   -0.45677E-12    0.48168E-08    0.30562E-12
  2433    0.12241E-10    0.28233E-12   -0.44809E-12    0.48121E-08    0.30721E-12
  2434    0.12204E-10    0.28209E-12   -0.43951E-12    0.48074E-08    0.30880E-12
  2435    0.12165E-10    0.28192E-12   -0.43104E-12    0.48028E-08    0.31041E-12
  2436    0.12126E-10    0.28179E-12   -0.42268E-12    0.47981E-08    0.31202E-12
  2437    0.12087E-10    0.28172E-12   -0.41444E-12    0.47935E-08    0.31363E-12
  2438    0.12047E-10    0.28170E-12   -0.40631E-12    0.47889E-08    0.31525E-12
  2439    0.12007E-10    0.28174E-12   -0.39830E-12    0.47842E-08    0.31688E-12
  2440    0.11968E-10    0.28182E-12   -0.39040E-12    0.47796E-08    0.31851E-12
  2441    0.11927E-10    0.28195E-12   -0.38263E-12    0.47750E-08    0.32015E-12
  2442    0.11887E-10    0.28214E-12   -0.37499E-12    0.47704E-08    0.32179E-12
  2443    0.11845E-10    0.28238E-12   -0.36746E-12    0.47657E-08    0.32344E-12
  2444    0.11804E-10    0.28266E-12   -0.36007E-12    0.47611E-08    0.32509E-12
  2445    0.11762E-10    0.28300E-12   -0.35281E-12    0.47565E-08    0.32675E-12
  2446    0.11721E-10    0.28337E-12   -0.34568E-12    0.47519E-08    0.32840E-12
  2447    0.11679E-10    0.28379E-12   -0.33867E-12    0.47474E-08    0.33007E-12
  2448    0.11636E-10    0.28425E-12   -0.33182E-12    0.47428E-08    0.33173E-12
  2449    0.11594E-10    0.28478E-12   -0.32510E-12    0.47382E-08    0.33340E-12
  2450    0.11551E-10    0.28534E-12   -0.31851E-12    0.47336E-08    0.33507E-12
  2451    0.11508E-10    0.28593E-12   -0.31207E-12    0.47291E-08    0.33674E-12
  2452    0.11464E-10    0.28657E-12   -0.30577E-12    0.47245E-08    0.33842E-12
  2453    0.11422E-10    0.28726E-12   -0.29960E-12    0.47199E-08    0.34010E-12
  2454    0.11379E-10    0.28798E-12   -0.29359E-12    0.47154E-08    0.34177E-12
  2455    0.11335E-10    0.28875E-12   -0.28772E-12    0.47108E-08    0.34345E-12
  2456    0.11292E-10    0.28955E-12   -0.28199E-12    0.47063E-08    0.34514E-12
  2457    0.11248E-10    0.29040E-12   -0.27642E-12    0.47018E-08    0.34682E-12
  2458    0.11203E-10    0.29127E-12   -0.27101E-12    0.46972E-08    0.34850E-12
  2459    0.11160E-10    0.29219E-12   -0.26575E-12    0.46927E-08    0.35019E-12
  2460    0.11117E-10    0.29313E-12   -0.26063E-12    0.46882E-08    0.35187E-12
  2461    0.11072E-10    0.29411E-12   -0.25567E-12    0.46837E-08    0.35356E-12
  2462    0.11028E-10    0.29514E-12   -0.25086E-12    0.46792E-08    0.35524E-12
  2463    0.10984E-10    0.29619E-12   -0.24619E-12    0.46747E-08    0.35693E-12
  2464    0.10940E-10    0.29726E-12   -0.24170E-12    0.46702E-08    0.35861E-12
  2465    0.10897E-10    0.29836E-12   -0.23735E-12    0.46657E-08    0.36029E-12
  2466    0.10852E-10    0.29952E-12   -0.23316E-12    0.46612E-08    0.36197E-12
  2467    0.10808E-10    0.30069E-12   -0.22913E-12    0.46568E-08    0.36365E-12
  2468    0.10763E-10    0.30188E-12   -0.22526E-12    0.46523E-08    0.36533E-12
  2469    0.10718E-10    0.30310E-12   -0.22154E-12    0.46478E-08    0.36701E-12
  2470    0.10674E-10    0.30435E-12   -0.21800E-12    0.46434E-08    0.36869E-12
  2471    0.10630E-10    0.30562E-12   -0.21460E-12    0.46389E-08    0.37036E-12
  2472    0.10586E-10    0.30692E-12   -0.21136E-12    0.46344E-08    0.37203E-12
  2473    0.10542E-10    0.30824E-12   -0.20827E-12    0.46300E-08    0.37370E-12
  2474    0.10498E-10    0.30959E-12   -0.20534E-12    0.46256E-08    0.37536E-12
  2475    0.10454E-10    0.31096E-12   -0.20258E-12    0.46211E-08    0.37702E-12
  2476    0.10410E-10    0.31235E-12   -0.19999E-12    0.46167E-08    0.37868E-12
  2477    0.10366E-10    0.31375E-12   -0.19755E-12    0.46123E-08    0.38034E-12
  2478    0.10322E-10    0.31517E-12   -0.19526E-12    0.46079E-08    0.38199E-12
  2479    0.10278E-10    0.31661E-12   -0.19315E-12    0.46034E-08    0.38363E-12
  2480    0.10235E-10    0.31807E-12   -0.19116E-12    0.45990E-08    0.38527E-12
  2481    0.10191E-10    0.31954E-12   -0.18936E-12    0.45946E-08    0.38691E-12
  2482    0.10148E-10    0.32102E-12   -0.18771E-12    0.45902E-08    0.38855E-12
  2483    0.10104E-10    0.32253E-12   -0.18621E-12    0.45858E-08    0.39017E-12
  2484    0.10061E-10    0.32404E-12   -0.18488E-12    0.45815E-08    0.39180E-12
  2485    0.10018E-10    0.32557E-12   -0.18369E-12    0.45771E-08    0.39341E-12
  2486    0.99758E-11    0.32710E-12   -0.18266E-12    0.45727E-08    0.39503E-12
  2487    0.99332E-11    0.32864E-12   -0.18180E-12    0.45683E-08    0.39663E-12
  2488    0.98912E-11    0.33018E-12   -0.18108E-12    0.45640E-08    0.39823E-12
  2489    0.98489E-11    0.33175E-12   -0.18051E-12    0.45596E-08    0.39983E-12
  2490    0.98070E-11    0.33331E-12   -0.18010E-12    0.45552E-08    0.40141E-12
  2491    0.97653E-11    0.33487E-12   -0.17982E-12    0.45509E-08    0.40300E-12
  2492    0.97236E-11    0.33644E-12   -0.17972E-12    0.45466E-08    0.40457E-12
  2493    0.96824E-11    0.33803E-12   -0.17974E-12    0.45422E-08    0.40614E-12
  2494    0.96415E-11    0.33960E-12   -0.17993E-12    0.45379E-08    0.40770E-12
  2495    0.96007E-11    0.34118E-12   -0.18025E-12    0.45336E-08    0.40925E-12
  2496    0.95601E-11    0.34276E-12   -0.18073E-12    0.45292E-08    0.41079E-12
  2497    0.95198E-11    0.34434E-12   -0.18134E-12    0.45249E-08    0.41233E-12
  2498    0.94797E-11    0.34591E-12   -0.18210E-12    0.45206E-08    0.41386E-12
  2499    0.94401E-11    0.34750E-12   -0.18301E-12    0.45163E-08    0.41538E-12
  2500    0.94005E-11    0.34906E-12   -0.18405E-12    0.45120E-08    0.41689E-12
  2501    0.93614E-11    0.35062E-12   -0.18522E-12    0.45077E-08    0.41840E-12
  2502    0.93224E-11    0.35219E-12   -0.18654E-12    0.45034E-08    0.41989E-12
  2503    0.92838E-11    0.35374E-12   -0.18798E-12    0.44991E-08    0.42138E-12
  2504    0.92454E-11    0.35530E-12   -0.18958E-12    0.44948E-08    0.42285E-12
  2505    0.92076E-11    0.35683E-12   -0.19129E-12    0.44905E-08    0.42432E-12
  2506    0.91698E-11    0.35838E-12   -0.19314E-12    0.44863E-08    0.42578E-12
  2507    0.91324E-11    0.35990E-12   -0.19511E-12    0.44820E-08    0.42722E-12
  2508    0.90954E-11    0.36142E-12   -0.19720E-12    0.44777E-08    0.42866E-12
  2509    0.90587E-11    0.36292E-12   -0.19944E-12    0.44735E-08    0.43009E-12
  2510    0.90224E-11    0.36441E-12   -0.20179E-12    0.44692E-08    0.43151E-12
  2511    0.89865E-11    0.36589E-12   -0.20424E-12    0.44650E-08    0.43291E-12
  2512    0.89507E-11    0.36734E-12   -0.20682E-12    0.44607E-08    0.43431E-12
  2513    0.89156E-11    0.36882E-12   -0.20953E-12    0.44565E-08    0.43570E-12
  2514    0.88806E-11    0.37024E-12   -0.21236E-12    0.44523E-08    0.43707E-12
  2515    0.88461E-11    0.37165E-12   -0.21529E-12    0.44481E-08    0.43844E-12
  2516    0.88119E-11    0.37305E-12   -0.21834E-12    0.44438E-08    0.43979E-12
  2517    0.87782E-11    0.37444E-12   -0.22149E-12    0.44396E-08    0.44113E-12
  2518    0.87448E-11    0.37581E-12   -0.22474E-12    0.44354E-08    0.44246E-12
  2519    0.87118E-11    0.37715E-12   -0.22810E-12    0.44312E-08    0.44378E-12
  2520    0.86792E-11    0.37847E-12   -0.23156E-12    0.44270E-08    0.44509E-12
  2521    0.86469E-11    0.37978E-12   -0.23512E-12    0.44228E-08    0.44638E-12
  2522    0.86152E-11    0.38106E-12   -0.23877E-12    0.44186E-08    0.44767E-12
  2523    0.85838E-11    0.38233E-12   -0.24253E-12    0.44144E-08    0.44894E-12
  2524    0.85527E-11    0.38357E-12   -0.24638E-12    0.44102E-08    0.45020E-12
  2525    0.85222E-11    0.38478E-12   -0.25031E-12    0.44061E-08    0.45145E-12
  2526    0.84921E-11    0.38596E-12   -0.25431E-12    0.44019E-08    0.45268E-12
  2527    0.84622E-11    0.38712E-12   -0.25844E-12    0.43977E-08    0.45390E-12
  2528    0.84329E-11    0.38827E-12   -0.26263E-12    0.43936E-08    0.45511E-12
  2529    0.84041E-11    0.38939E-12   -0.26690E-12    0.43894E-08    0.45631E-12
  2530    0.83757E-11    0.39048E-12   -0.27124E-12    0.43853E-08    0.45749E-12
  2531    0.83477E-11    0.39154E-12   -0.27566E-12    0.43811E-08    0.45866E-12
  2532    0.83201E-11    0.39259E-12   -0.28016E-12    0.43770E-08    0.45981E-12
  2533    0.82931E-11    0.39359E-12   -0.28473E-12    0.43728E-08    0.46096E-12
  2534    0.82664E-11    0.39457E-12   -0.28936E-12    0.43687E-08    0.46209E-12
  2535    0.82401E-11    0.39551E-12   -0.29407E-12    0.43646E-08    0.46320E-12
  2536    0.82142E-11    0.39643E-12   -0.29882E-12    0.43604E-08    0.46431E-12
  2537    0.81888E-11    0.39732E-12   -0.30364E-12    0.43563E-08    0.46539E-12
  2538    0.81639E-11    0.39818E-12   -0.30851E-12    0.43522E-08    0.46647E-12
  2539    0.81394E-11    0.39902E-12   -0.31344E-12    0.43481E-08    0.46753E-12
  2540    0.81153E-11    0.39980E-12   -0.31844E-12    0.43440E-08    0.46858E-12
  2541    0.80917E-11    0.40057E-12   -0.32345E-12    0.43399E-08    0.46961E-12
  2542    0.80683E-11    0.40131E-12   -0.32853E-12    0.43358E-08    0.47063E-12
  2543    0.80456E-11    0.40200E-12   -0.33365E-12    0.43317E-08    0.47163E-12
  2544    0.80232E-11    0.40266E-12   -0.33882E-12    0.43276E-08    0.47262E-12
  2545    0.80014E-11    0.40329E-12   -0.34402E-12    0.43236E-08    0.47360E-12
  2546    0.79800E-11    0.40389E-12   -0.34926E-12    0.43195E-08    0.47456E-12
  2547    0.79591E-11    0.40446E-12   -0.35452E-12    0.43154E-08    0.47550E-12
  2548    0.79384E-11    0.40499E-12   -0.35982E-12    0.43114E-08    0.47644E-12
  2549    0.79183E-11    0.40548E-12   -0.36515E-12    0.43073E-08    0.47735E-12
  2550    0.78988E-11    0.40593E-12   -0.37051E-12    0.43032E-08    0.47825E-12
  2551    0.78795E-11    0.40636E-12   -0.37588E-12    0.42992E-08    0.47914E-12
  2552    0.78607E-11    0.40675E-12   -0.38129E-12    0.42951E-08    0.48001E-12
  2553    0.78425E-11    0.40710E-12   -0.38671E-12    0.42911E-08    0.48087E-12
  2554    0.78244E-11    0.40741E-12   -0.39213E-12    0.42871E-08    0.48171E-12
  2555    0.78069E-11    0.40769E-12   -0.39757E-12    0.42830E-08    0.48253E-12
  2556    0.77899E-11    0.40794E-12   -0.40303E-12    0.42790E-08    0.48334E-12
  2557    0.77733E-11    0.40814E-12   -0.40848E-12    0.42750E-08    0.48414E-12
  2558    0.77570E-11    0.40831E-12   -0.41392E-12    0.42710E-08    0.48491E-12
  2559    0.77412E-11    0.40844E-12   -0.41938E-12    0.42670E-08    0.48568E-12
  2560    0.77259E-11    0.40854E-12   -0.42484E-12    0.42630E-08    0.48642E-12
  2561    0.77109E-11    0.40859E-12   -0.43031E-12    0.42589E-08    0.48715E-12
  2562    0.76964E-11    0.40861E-12   -0.43576E-12    0.42549E-08    0.48787E-12
  2563    0.76823E-11    0.40859E-12   -0.44119E-12    0.42510E-08    0.48857E-12
  2564    0.76686E-11    0.40853E-12   -0.44663E-12    0.42470E-08    0.48925E-12
  2565    0.76553E-11    0.40844E-12   -0.45205E-12    0.42430E-08    0.48992E-12
  2566    0.76423E-11    0.40833E-12   -0.45744E-12    0.42390E-08    0.49057E-12
  2567    0.76299E-11    0.40817E-12   -0.46283E-12    0.42350E-08    0.49120E-12
  2568    0.76178E-11    0.40796E-12   -0.46818E-12    0.42311E-08    0.49182E-12
  2569    0.76060E-11    0.40772E-12   -0.47353E-12    0.42271E-08    0.49243E-12
  2570    0.75947E-11    0.40743E-12   -0.47883E-12    0.42231E-08    0.49301E-12
  2571    0.75838E-11    0.40710E-12   -0.48412E-12    0.42192E-08    0.49358E-12
  2572    0.75733E-11    0.40674E-12   -0.48937E-12    0.42152E-08    0.49413E-12
  2573    0.75630E-11    0.40634E-12   -0.49457E-12    0.42113E-08    0.49467E-12
  2574    0.75532E-11    0.40592E-12   -0.49978E-12    0.42073E-08    0.49519E-12
  2575    0.75438E-11    0.40545E-12   -0.50494E-12    0.42034E-08    0.49569E-12
  2576    0.75348E-11    0.40494E-12   -0.51001E-12    0.41995E-08    0.49618E-12
  2577    0.75261E-11    0.40440E-12   -0.51508E-12    0.41955E-08    0.49664E-12
  2578    0.75176E-11    0.40382E-12   -0.52010E-12    0.41916E-08    0.49710E-12
  2579    0.75096E-11    0.40320E-12   -0.52507E-12    0.41877E-08    0.49753E-12
  2580    0.75019E-11    0.40255E-12   -0.52999E-12    0.41838E-08    0.49795E-12
  2581    0.74946E-11    0.40186E-12   -0.53485E-12    0.41799E-08    0.49835E-12
  2582    0.74875E-11    0.40113E-12   -0.53967E-12    0.41759E-08    0.49873E-12
  2583    0.74808E-11    0.40038E-12   -0.54444E-12    0.41720E-08    0.49910E-12
  2584    0.74744E-11    0.39958E-12   -0.54915E-12    0.41681E-08    0.49945E-12
  2585    0.74682E-11    0.39876E-12   -0.55379E-12    0.41643E-08    0.49978E-12
  2586    0.74626E-11    0.39788E-12   -0.55839E-12    0.41604E-08    0.50010E-12
  2587    0.74571E-11    0.39698E-12   -0.56290E-12    0.41565E-08    0.50040E-12
  2588    0.74520E-11    0.39605E-12   -0.56736E-12    0.41526E-08    0.50068E-12
  2589    0.74471E-11    0.39507E-12   -0.57176E-12    0.41487E-08    0.50094E-12
  2590    0.74425E-11    0.39407E-12   -0.57609E-12    0.41449E-08    0.50119E-12
  2591    0.74382E-11    0.39304E-12   -0.58035E-12    0.41410E-08    0.50142E-12
  2592    0.74342E-11    0.39196E-12   -0.58453E-12    0.41371E-08    0.50164E-12
  2593    0.74303E-11    0.39086E-12   -0.58862E-12    0.41333E-08    0.50183E-12
  2594    0.74268E-11    0.38973E-12   -0.59266E-12    0.41294E-08    0.50201E-12
  2595    0.74234E-11    0.38856E-12   -0.59661E-12    0.41256E-08    0.50217E-12
  2596    0.74204E-11    0.38736E-12   -0.60049E-12    0.41217E-08    0.50232E-12
  2597    0.74177E-11    0.38613E-12   -0.60429E-12    0.41179E-08    0.50244E-12
  2598    0.74151E-11    0.38487E-12   -0.60799E-12    0.41141E-08    0.50255E-12
  2599    0.74127E-11    0.38358E-12   -0.61161E-12    0.41102E-08    0.50265E-12
  2600    0.74107E-11    0.38225E-12   -0.61516E-12    0.41064E-08    0.50272E-12
  2601    0.74087E-11    0.38091E-12   -0.61861E-12    0.41026E-08    0.50278E-12
  2602    0.74069E-11    0.37952E-12   -0.62199E-12    0.40988E-08    0.50282E-12
  2603    0.74055E-11    0.37811E-12   -0.62527E-12    0.40949E-08    0.50285E-12
  2604    0.74043E-11    0.37667E-12   -0.62846E-12    0.40911E-08    0.50285E-12
  2605    0.74032E-11    0.37520E-12   -0.63156E-12    0.40873E-08    0.50284E-12
  2606    0.74022E-11    0.37371E-12   -0.63457E-12    0.40835E-08    0.50281E-12
  2607    0.74013E-11    0.37219E-12   -0.63749E-12    0.40797E-08    0.50277E-12
  2608    0.74008E-11    0.37064E-12   -0.64031E-12    0.40759E-08    0.50271E-12
  2609    0.74002E-11    0.36906E-12   -0.64304E-12    0.40722E-08    0.50263E-12
  2610    0.73999E-11    0.36747E-12   -0.64566E-12    0.40684E-08    0.50253E-12
  2611    0.73998E-11    0.36585E-12   -0.64819E-12    0.40646E-08    0.50242E-12
  2612    0.73997E-11    0.36420E-12   -0.65063E-12    0.40608E-08    0.50229E-12
  2613    0.73997E-11    0.36253E-12   -0.65295E-12    0.40571E-08    0.50215E-12
  2614    0.73999E-11    0.36084E-12   -0.65520E-12    0.40533E-08    0.50199E-12
  2615    0.74002E-11    0.35912E-12   -0.65732E-12    0.40495E-08    0.50181E-12
  2616    0.74007E-11    0.35739E-12   -0.65934E-12    0.40458E-08    0.50161E-12
  2617    0.74011E-11    0.35562E-12   -0.66127E-12    0.40420E-08    0.50140E-12
  2618    0.74018E-11    0.35383E-12   -0.66309E-12    0.40383E-08    0.50117E-12
  2619    0.74025E-11    0.35204E-12   -0.66481E-12    0.40345E-08    0.50093E-12
  2620    0.74033E-11    0.35022E-12   -0.66643E-12    0.40308E-08    0.50067E-12
  2621    0.74041E-11    0.34837E-12   -0.66794E-12    0.40271E-08    0.50039E-12
  2622    0.74051E-11    0.34652E-12   -0.66934E-12    0.40233E-08    0.50009E-12
  2623    0.74060E-11    0.34464E-12   -0.67064E-12    0.40196E-08    0.49978E-12
  2624    0.74071E-11    0.34274E-12   -0.67184E-12    0.40159E-08    0.49946E-12
  2625    0.74081E-11    0.34083E-12   -0.67292E-12    0.40122E-08    0.49912E-12
  2626    0.74092E-11    0.33891E-12   -0.67390E-12    0.40084E-08    0.49876E-12
  2627    0.74103E-11    0.33696E-12   -0.67478E-12    0.40047E-08    0.49838E-12
  2628    0.74114E-11    0.33501E-12   -0.67554E-12    0.40010E-08    0.49799E-12
  2629    0.74126E-11    0.33303E-12   -0.67620E-12    0.39973E-08    0.49759E-12
  2630    0.74138E-11    0.33105E-12   -0.67674E-12    0.39936E-08    0.49717E-12
  2631    0.74150E-11    0.32905E-12   -0.67719E-12    0.39899E-08    0.49673E-12
  2632    0.74162E-11    0.32703E-12   -0.67752E-12    0.39862E-08    0.49628E-12
  2633    0.74172E-11    0.32501E-12   -0.67774E-12    0.39826E-08    0.49581E-12
  2634    0.74184E-11    0.32298E-12   -0.67784E-12    0.39789E-08    0.49533E-12
  2635    0.74195E-11    0.32092E-12   -0.67786E-12    0.39752E-08    0.49483E-12
  2636    0.74205E-11    0.31886E-12   -0.67777E-12    0.39715E-08    0.49431E-12
  2637    0.74216E-11    0.31680E-12   -0.67755E-12    0.39679E-08    0.49378E-12
  2638    0.74225E-11    0.31472E-12   -0.67724E-12    0.39642E-08    0.49324E-12
  2639    0.74235E-11    0.31265E-12   -0.67683E-12    0.39605E-08    0.49268E-12
  2640    0.74244E-11    0.31055E-12   -0.67630E-12    0.39569E-08    0.49211E-12
  2641    0.74251E-11    0.30846E-12   -0.67568E-12    0.39532E-08    0.49152E-12
  2642    0.74260E-11    0.30636E-12   -0.67494E-12    0.39496E-08    0.49091E-12
  2643    0.74266E-11    0.30425E-12   -0.67409E-12    0.39459E-08    0.49030E-12
  2644    0.74272E-11    0.30213E-12   -0.67315E-12    0.39423E-08    0.48966E-12
  2645    0.74277E-11    0.30002E-12   -0.67210E-12    0.39387E-08    0.48902E-12
  2646    0.74280E-11    0.29790E-12   -0.67094E-12    0.39350E-08    0.48835E-12
  2647    0.74283E-11    0.29579E-12   -0.66968E-12    0.39314E-08    0.48768E-12
  2648    0.74286E-11    0.29364E-12   -0.66832E-12    0.39278E-08    0.48699E-12
  2649    0.74286E-11    0.29153E-12   -0.66687E-12    0.39242E-08    0.48628E-12
  2650    0.74286E-11    0.28939E-12   -0.66530E-12    0.39206E-08    0.48557E-12
  2651    0.74285E-11    0.28727E-12   -0.66363E-12    0.39169E-08    0.48483E-12
  2652    0.74281E-11    0.28514E-12   -0.66186E-12    0.39133E-08    0.48409E-12
  2653    0.74278E-11    0.28302E-12   -0.66001E-12    0.39097E-08    0.48333E-12
  2654    0.74271E-11    0.28090E-12   -0.65804E-12    0.39061E-08    0.48255E-12
  2655    0.74265E-11    0.27876E-12   -0.65598E-12    0.39025E-08    0.48176E-12
  2656    0.74255E-11    0.27664E-12   -0.65382E-12    0.38990E-08    0.48096E-12
  2657    0.74245E-11    0.27452E-12   -0.65156E-12    0.38954E-08    0.48015E-12
  2658    0.74233E-11    0.27241E-12   -0.64923E-12    0.38918E-08    0.47932E-12
  2659    0.74221E-11    0.27031E-12   -0.64678E-12    0.38882E-08    0.47848E-12
  2660    0.74206E-11    0.26821E-12   -0.64425E-12    0.38846E-08    0.47762E-12
  2661    0.74189E-11    0.26611E-12   -0.64163E-12    0.38811E-08    0.47676E-12
  2662    0.74169E-11    0.26402E-12   -0.63890E-12    0.38775E-08    0.47588E-12
  2663    0.74147E-11    0.26193E-12   -0.63610E-12    0.38739E-08    0.47498E-12
  2664    0.74126E-11    0.25985E-12   -0.63321E-12    0.38704E-08    0.47408E-12
  2665    0.74101E-11    0.25778E-12   -0.63022E-12    0.38668E-08    0.47316E-12
  2666    0.74074E-11    0.25572E-12   -0.62717E-12    0.38633E-08    0.47223E-12
  2667    0.74045E-11    0.25367E-12   -0.62401E-12    0.38597E-08    0.47128E-12
  2668    0.74014E-11    0.25163E-12   -0.62079E-12    0.38562E-08    0.47032E-12
  2669    0.73981E-11    0.24959E-12   -0.61747E-12    0.38527E-08    0.46936E-12
  2670    0.73947E-11    0.24758E-12   -0.61407E-12    0.38491E-08    0.46837E-12
  2671    0.73910E-11    0.24556E-12   -0.61060E-12    0.38456E-08    0.46738E-12
  2672    0.73871E-11    0.24356E-12   -0.60705E-12    0.38421E-08    0.46638E-12
  2673    0.73830E-11    0.24158E-12   -0.60341E-12    0.38385E-08    0.46536E-12
  2674    0.73786E-11    0.23962E-12   -0.59972E-12    0.38350E-08    0.46433E-12
  2675    0.73741E-11    0.23765E-12   -0.59593E-12    0.38315E-08    0.46329E-12
  2676    0.73693E-11    0.23570E-12   -0.59209E-12    0.38280E-08    0.46224E-12
  2677    0.73642E-11    0.23377E-12   -0.58817E-12    0.38245E-08    0.46117E-12
  2678    0.73588E-11    0.23186E-12   -0.58417E-12    0.38210E-08    0.46010E-12
  2679    0.73533E-11    0.22995E-12   -0.58012E-12    0.38175E-08    0.45901E-12
  2680    0.73475E-11    0.22807E-12   -0.57600E-12    0.38140E-08    0.45791E-12
  2681    0.73415E-11    0.22620E-12   -0.57182E-12    0.38105E-08    0.45680E-12
  2682    0.73352E-11    0.22435E-12   -0.56756E-12    0.38070E-08    0.45568E-12
  2683    0.73287E-11    0.22251E-12   -0.56325E-12    0.38035E-08    0.45455E-12
  2684    0.73219E-11    0.22069E-12   -0.55888E-12    0.38001E-08    0.45341E-12
  2685    0.73148E-11    0.21890E-12   -0.55444E-12    0.37966E-08    0.45226E-12
  2686    0.73076E-11    0.21710E-12   -0.54997E-12    0.37931E-08    0.45109E-12
  2687    0.73001E-11    0.21533E-12   -0.54543E-12    0.37896E-08    0.44992E-12
  2688    0.72923E-11    0.21360E-12   -0.54083E-12    0.37862E-08    0.44874E-12
  2689    0.72842E-11    0.21187E-12   -0.53619E-12    0.37827E-08    0.44755E-12
  2690    0.72759E-11    0.21016E-12   -0.53150E-12    0.37793E-08    0.44634E-12
  2691    0.72673E-11    0.20848E-12   -0.52675E-12    0.37758E-08    0.44513E-12
  2692    0.72584E-11    0.20681E-12   -0.52196E-12    0.37724E-08    0.44391E-12
  2693    0.72492E-11    0.20516E-12   -0.51713E-12    0.37689E-08    0.44267E-12
  2694    0.72399E-11    0.20355E-12   -0.51225E-12    0.37655E-08    0.44143E-12
  2695    0.72302E-11    0.20195E-12   -0.50733E-12    0.37621E-08    0.44018E-12
  2696    0.72203E-11    0.20037E-12   -0.50238E-12    0.37586E-08    0.43892E-12
  2697    0.72101E-11    0.19881E-12   -0.49739E-12    0.37552E-08    0.43765E-12
  2698    0.71995E-11    0.19728E-12   -0.49236E-12    0.37518E-08    0.43638E-12
  2699    0.71888E-11    0.19577E-12   -0.48730E-12    0.37483E-08    0.43509E-12
  2700    0.71778E-11    0.19429E-12   -0.48221E-12    0.37449E-08    0.43379E-12
  2701    0.71664E-11    0.19282E-12   -0.47710E-12    0.37415E-08    0.43249E-12
  2702    0.71549E-11    0.19138E-12   -0.47195E-12    0.37381E-08    0.43118E-12
  2703    0.71431E-11    0.18997E-12   -0.46676E-12    0.37347E-08    0.42986E-12
  2704    0.71309E-11    0.18857E-12   -0.46156E-12    0.37313E-08    0.42853E-12
  2705    0.71186E-11    0.18720E-12   -0.45632E-12    0.37279E-08    0.42719E-12
  2706    0.71059E-11    0.18586E-12   -0.45108E-12    0.37245E-08    0.42585E-12
  2707    0.70930E-11    0.18454E-12   -0.44580E-12    0.37211E-08    0.42450E-12
  2708    0.70799E-11    0.18324E-12   -0.44052E-12    0.37177E-08    0.42314E-12
  2709    0.70663E-11    0.18198E-12   -0.43522E-12    0.37143E-08    0.42177E-12
  2710    0.70526E-11    0.18074E-12   -0.42989E-12    0.37110E-08    0.42040E-12
  2711    0.70386E-11    0.17951E-12   -0.42457E-12    0.37076E-08    0.41902E-12
  2712    0.70244E-11    0.17832E-12   -0.41922E-12    0.37042E-08    0.41764E-12
  2713    0.70099E-11    0.17715E-12   -0.41388E-12    0.37008E-08    0.41624E-12
  2714    0.69951E-11    0.17601E-12   -0.40852E-12    0.36975E-08    0.41484E-12
  2715    0.69801E-11    0.17489E-12   -0.40317E-12    0.36941E-08    0.41344E-12
  2716    0.69648E-11    0.17381E-12   -0.39781E-12    0.36908E-08    0.41203E-12
  2717    0.69492E-11    0.17274E-12   -0.39243E-12    0.36874E-08    0.41061E-12
