#    L    TT             EE             BB             TE          
  1173    0.10964E+04    0.13188E+02    0.81562E-01   -0.11163E+02
  1174    0.10933E+04    0.13260E+02    0.81531E-01   -0.10477E+02
  1175    0.10901E+04    0.13335E+02    0.81498E-01   -0.98010E+01
  1176    0.10868E+04    0.13414E+02    0.81465E-01   -0.91364E+01
  1177    0.10836E+04    0.13497E+02    0.81431E-01   -0.84823E+01
  1178    0.10802E+04    0.13583E+02    0.81396E-01   -0.78394E+01
  1179    0.10770E+04    0.13674E+02    0.81359E-01   -0.72078E+01
  1180    0.10735E+04    0.13768E+02    0.81322E-01   -0.65879E+01
  1181    0.10701E+04    0.13864E+02    0.81285E-01   -0.59799E+01
  1182    0.10666E+04    0.13964E+02    0.81246E-01   -0.53840E+01
  1183    0.10630E+04    0.14067E+02    0.81206E-01   -0.48003E+01
  1184    0.10594E+04    0.14173E+02    0.81165E-01   -0.42292E+01
  1185    0.10558E+04    0.14283E+02    0.81124E-01   -0.36707E+01
  1186    0.10521E+04    0.14395E+02    0.81082E-01   -0.31252E+01
  1187    0.10484E+04    0.14511E+02    0.81038E-01   -0.25929E+01
  1188    0.10447E+04    0.14629E+02    0.80994E-01   -0.20740E+01
  1189    0.10409E+04    0.14750E+02    0.80949E-01   -0.15684E+01
  1190    0.10371E+04    0.14874E+02    0.80904E-01   -0.10765E+01
  1191    0.10332E+04    0.15001E+02    0.80857E-01   -0.59825E+00
  1192    0.10293E+04    0.15130E+02    0.80809E-01   -0.13404E+00
  1193    0.10254E+04    0.15262E+02    0.80761E-01    0.31618E+00
  1194    0.10214E+04    0.15396E+02    0.80712E-01    0.75236E+00
  1195    0.10175E+04    0.15533E+02    0.80662E-01    0.11742E+01
  1196    0.10134E+04    0.15673E+02    0.80611E-01    0.15814E+01
  1197    0.10094E+04    0.15814E+02    0.80560E-01    0.19742E+01
  1198    0.10054E+04    0.15958E+02    0.80507E-01    0.23512E+01
  1199    0.10013E+04    0.16103E+02    0.80454E-01    0.27147E+01
  1200    0.99714E+03    0.16251E+02    0.80400E-01    0.30631E+01
  1201    0.99307E+03    0.16401E+02    0.80345E-01    0.33958E+01
  1202    0.98886E+03    0.16553E+02    0.80290E-01    0.37142E+01
  1203    0.98472E+03    0.16707E+02    0.80234E-01    0.40169E+01
  1204    0.98050E+03    0.16863E+02    0.80177E-01    0.43045E+01
  1205    0.97629E+03    0.17019E+02    0.80119E-01    0.45764E+01
  1206    0.97208E+03    0.17178E+02    0.80061E-01    0.48333E+01
  1207    0.96795E+03    0.17338E+02    0.80002E-01    0.50737E+01
  1208    0.96374E+03    0.17500E+02    0.79942E-01    0.52999E+01
  1209    0.95945E+03    0.17663E+02    0.79882E-01    0.55103E+01
  1210    0.95524E+03    0.17827E+02    0.79821E-01    0.57042E+01
  1211    0.95095E+03    0.17993E+02    0.79759E-01    0.58824E+01
  1212    0.94674E+03    0.18159E+02    0.79697E-01    0.60455E+01
  1213    0.94245E+03    0.18326E+02    0.79634E-01    0.61936E+01
  1214    0.93823E+03    0.18495E+02    0.79570E-01    0.63252E+01
  1215    0.93402E+03    0.18665E+02    0.79506E-01    0.64410E+01
  1216    0.92980E+03    0.18835E+02    0.79442E-01    0.65411E+01
  1217    0.92542E+03    0.19006E+02    0.79376E-01    0.66260E+01
  1218    0.92120E+03    0.19179E+02    0.79311E-01    0.66944E+01
  1219    0.91689E+03    0.19350E+02    0.79244E-01    0.67484E+01
  1220    0.91266E+03    0.19523E+02    0.79178E-01    0.67859E+01
  1221    0.90843E+03    0.19695E+02    0.79110E-01    0.68082E+01
  1222    0.90418E+03    0.19869E+02    0.79043E-01    0.68139E+01
  1223    0.89994E+03    0.20043E+02    0.78974E-01    0.68059E+01
  1224    0.89569E+03    0.20216E+02    0.78906E-01    0.67805E+01
  1225    0.89151E+03    0.20390E+02    0.78837E-01    0.67399E+01
  1226    0.88732E+03    0.20563E+02    0.78767E-01    0.66848E+01
  1227    0.88321E+03    0.20737E+02    0.78697E-01    0.66137E+01
  1228    0.87901E+03    0.20910E+02    0.78627E-01    0.65281E+01
  1229    0.87488E+03    0.21083E+02    0.78557E-01    0.64264E+01
  1230    0.87060E+03    0.21256E+02    0.78486E-01    0.63109E+01
  1231    0.86646E+03    0.21428E+02    0.78414E-01    0.61800E+01
  1232    0.86231E+03    0.21599E+02    0.78343E-01    0.60352E+01
  1233    0.85830E+03    0.21772E+02    0.78271E-01    0.58742E+01
  1234    0.85421E+03    0.21942E+02    0.78199E-01    0.57000E+01
  1235    0.85041E+03    0.22112E+02    0.78127E-01    0.55111E+01
  1236    0.84646E+03    0.22281E+02    0.78054E-01    0.53081E+01
  1237    0.84249E+03    0.22449E+02    0.77981E-01    0.50903E+01
  1238    0.83859E+03    0.22617E+02    0.77908E-01    0.48583E+01
  1239    0.83468E+03    0.22782E+02    0.77835E-01    0.46122E+01
  1240    0.83077E+03    0.22948E+02    0.77761E-01    0.43534E+01
  1241    0.82699E+03    0.23111E+02    0.77688E-01    0.40804E+01
  1242    0.82313E+03    0.23275E+02    0.77614E-01    0.37953E+01
  1243    0.81933E+03    0.23435E+02    0.77540E-01    0.34949E+01
  1244    0.81560E+03    0.23596E+02    0.77466E-01    0.31830E+01
  1245    0.81193E+03    0.23755E+02    0.77392E-01    0.28578E+01
  1246    0.80825E+03    0.23912E+02    0.77318E-01    0.25211E+01
  1247    0.80456E+03    0.24067E+02    0.77243E-01    0.21712E+01
  1248    0.80093E+03    0.24221E+02    0.77169E-01    0.18087E+01
  1249    0.79737E+03    0.24375E+02    0.77094E-01    0.14345E+01
  1250    0.79387E+03    0.24525E+02    0.77020E-01    0.10484E+01
  1251    0.79036E+03    0.24673E+02    0.76945E-01    0.65047E+00
  1252    0.78698E+03    0.24821E+02    0.76871E-01    0.24090E+00
  1253    0.78352E+03    0.24965E+02    0.76796E-01   -0.17970E+00
  1254    0.78012E+03    0.25108E+02    0.76721E-01   -0.61132E+00
  1255    0.77678E+03    0.25249E+02    0.76647E-01   -0.10538E+01
  1256    0.77358E+03    0.25387E+02    0.76572E-01   -0.15067E+01
  1257    0.77037E+03    0.25524E+02    0.76498E-01   -0.19699E+01
  1258    0.76715E+03    0.25657E+02    0.76424E-01   -0.24432E+01
  1259    0.76398E+03    0.25789E+02    0.76349E-01   -0.29262E+01
  1260    0.76088E+03    0.25918E+02    0.76275E-01   -0.34187E+01
  1261    0.75784E+03    0.26045E+02    0.76201E-01   -0.39205E+01
  1262    0.75487E+03    0.26170E+02    0.76127E-01   -0.44311E+01
  1263    0.75195E+03    0.26292E+02    0.76053E-01   -0.49507E+01
  1264    0.74902E+03    0.26411E+02    0.75979E-01   -0.54789E+01
  1265    0.74623E+03    0.26528E+02    0.75905E-01   -0.60154E+01
  1266    0.74343E+03    0.26642E+02    0.75832E-01   -0.65597E+01
  1267    0.74068E+03    0.26753E+02    0.75759E-01   -0.71119E+01
  1268    0.73801E+03    0.26863E+02    0.75686E-01   -0.76717E+01
  1269    0.73540E+03    0.26967E+02    0.75613E-01   -0.82383E+01
  1270    0.73283E+03    0.27070E+02    0.75540E-01   -0.88128E+01
  1271    0.73033E+03    0.27170E+02    0.75467E-01   -0.93935E+01
  1272    0.72786E+03    0.27267E+02    0.75395E-01   -0.99804E+01
  1273    0.72543E+03    0.27360E+02    0.75323E-01   -0.10574E+02
  1274    0.72307E+03    0.27450E+02    0.75251E-01   -0.11173E+02
  1275    0.72077E+03    0.27538E+02    0.75180E-01   -0.11777E+02
  1276    0.71851E+03    0.27623E+02    0.75109E-01   -0.12387E+02
  1277    0.71631E+03    0.27704E+02    0.75038E-01   -0.13001E+02
  1278    0.71417E+03    0.27783E+02    0.74967E-01   -0.13621E+02
  1279    0.71209E+03    0.27857E+02    0.74897E-01   -0.14244E+02
  1280    0.71007E+03    0.27930E+02    0.74827E-01   -0.14873E+02
  1281    0.70810E+03    0.27998E+02    0.74757E-01   -0.15504E+02
  1282    0.70619E+03    0.28063E+02    0.74688E-01   -0.16139E+02
  1283    0.70434E+03    0.28126E+02    0.74619E-01   -0.16778E+02
  1284    0.70255E+03    0.28184E+02    0.74551E-01   -0.17420E+02
  1285    0.70080E+03    0.28240E+02    0.74483E-01   -0.18064E+02
  1286    0.69912E+03    0.28292E+02    0.74415E-01   -0.18711E+02
  1287    0.69749E+03    0.28340E+02    0.74348E-01   -0.19360E+02
  1288    0.69593E+03    0.28385E+02    0.74281E-01   -0.20011E+02
  1289    0.69442E+03    0.28427E+02    0.74215E-01   -0.20663E+02
  1290    0.69297E+03    0.28465E+02    0.74149E-01   -0.21317E+02
  1291    0.69157E+03    0.28500E+02    0.74083E-01   -0.21972E+02
  1292    0.69023E+03    0.28530E+02    0.74018E-01   -0.22628E+02
  1293    0.68895E+03    0.28559E+02    0.73953E-01   -0.23285E+02
  1294    0.68773E+03    0.28583E+02    0.73889E-01   -0.23940E+02
  1295    0.68656E+03    0.28604E+02    0.73826E-01   -0.24597E+02
  1296    0.68544E+03    0.28622E+02    0.73763E-01   -0.25251E+02
  1297    0.68438E+03    0.28636E+02    0.73700E-01   -0.25906E+02
  1298    0.68338E+03    0.28647E+02    0.73638E-01   -0.26560E+02
  1299    0.68243E+03    0.28654E+02    0.73576E-01   -0.27213E+02
  1300    0.68154E+03    0.28657E+02    0.73515E-01   -0.27865E+02
  1301    0.68071E+03    0.28658E+02    0.73455E-01   -0.28514E+02
  1302    0.67992E+03    0.28655E+02    0.73395E-01   -0.29161E+02
  1303    0.67919E+03    0.28648E+02    0.73336E-01   -0.29806E+02
  1304    0.67851E+03    0.28638E+02    0.73277E-01   -0.30448E+02
  1305    0.67789E+03    0.28624E+02    0.73218E-01   -0.31089E+02
  1306    0.67731E+03    0.28608E+02    0.73161E-01   -0.31725E+02
  1307    0.67680E+03    0.28587E+02    0.73104E-01   -0.32357E+02
  1308    0.67633E+03    0.28563E+02    0.73047E-01   -0.32988E+02
  1309    0.67591E+03    0.28535E+02    0.72991E-01   -0.33613E+02
  1310    0.67555E+03    0.28504E+02    0.72936E-01   -0.34235E+02
  1311    0.67523E+03    0.28470E+02    0.72881E-01   -0.34851E+02
  1312    0.67498E+03    0.28433E+02    0.72827E-01   -0.35463E+02
  1313    0.67476E+03    0.28392E+02    0.72773E-01   -0.36071E+02
  1314    0.67460E+03    0.28348E+02    0.72720E-01   -0.36672E+02
  1315    0.67448E+03    0.28301E+02    0.72667E-01   -0.37268E+02
  1316    0.67442E+03    0.28249E+02    0.72615E-01   -0.37858E+02
  1317    0.67440E+03    0.28197E+02    0.72564E-01   -0.38443E+02
  1318    0.67442E+03    0.28139E+02    0.72513E-01   -0.39020E+02
  1319    0.67449E+03    0.28078E+02    0.72463E-01   -0.39592E+02
  1320    0.67460E+03    0.28014E+02    0.72413E-01   -0.40157E+02
  1321    0.67475E+03    0.27948E+02    0.72364E-01   -0.40715E+02
  1322    0.67496E+03    0.27877E+02    0.72316E-01   -0.41266E+02
  1323    0.67520E+03    0.27804E+02    0.72268E-01   -0.41809E+02
  1324    0.67549E+03    0.27727E+02    0.72221E-01   -0.42345E+02
  1325    0.67582E+03    0.27648E+02    0.72174E-01   -0.42873E+02
  1326    0.67619E+03    0.27566E+02    0.72128E-01   -0.43393E+02
  1327    0.67659E+03    0.27482E+02    0.72082E-01   -0.43905E+02
  1328    0.67705E+03    0.27394E+02    0.72037E-01   -0.44407E+02
  1329    0.67753E+03    0.27303E+02    0.71992E-01   -0.44902E+02
  1330    0.67805E+03    0.27209E+02    0.71948E-01   -0.45388E+02
  1331    0.67862E+03    0.27113E+02    0.71905E-01   -0.45865E+02
  1332    0.67921E+03    0.27013E+02    0.71862E-01   -0.46333E+02
  1333    0.67984E+03    0.26911E+02    0.71820E-01   -0.46790E+02
  1334    0.68051E+03    0.26806E+02    0.71778E-01   -0.47239E+02
  1335    0.68121E+03    0.26699E+02    0.71736E-01   -0.47678E+02
  1336    0.68194E+03    0.26589E+02    0.71696E-01   -0.48106E+02
  1337    0.68271E+03    0.26476E+02    0.71655E-01   -0.48525E+02
  1338    0.68350E+03    0.26361E+02    0.71615E-01   -0.48933E+02
  1339    0.68433E+03    0.26243E+02    0.71576E-01   -0.49332E+02
  1340    0.68518E+03    0.26123E+02    0.71537E-01   -0.49721E+02
  1341    0.68606E+03    0.26002E+02    0.71499E-01   -0.50099E+02
  1342    0.68697E+03    0.25877E+02    0.71461E-01   -0.50466E+02
  1343    0.68791E+03    0.25750E+02    0.71424E-01   -0.50822E+02
  1344    0.68887E+03    0.25621E+02    0.71387E-01   -0.51167E+02
  1345    0.68985E+03    0.25490E+02    0.71350E-01   -0.51500E+02
  1346    0.69086E+03    0.25357E+02    0.71314E-01   -0.51824E+02
  1347    0.69190E+03    0.25221E+02    0.71279E-01   -0.52136E+02
  1348    0.69295E+03    0.25084E+02    0.71244E-01   -0.52436E+02
  1349    0.69403E+03    0.24944E+02    0.71209E-01   -0.52725E+02
  1350    0.69512E+03    0.24803E+02    0.71175E-01   -0.53002E+02
  1351    0.69624E+03    0.24660E+02    0.71141E-01   -0.53267E+02
  1352    0.69736E+03    0.24515E+02    0.71108E-01   -0.53521E+02
  1353    0.69851E+03    0.24370E+02    0.71075E-01   -0.53763E+02
  1354    0.69967E+03    0.24222E+02    0.71043E-01   -0.53993E+02
  1355    0.70086E+03    0.24072E+02    0.71011E-01   -0.54211E+02
  1356    0.70206E+03    0.23921E+02    0.70979E-01   -0.54419E+02
  1357    0.70327E+03    0.23768E+02    0.70948E-01   -0.54613E+02
  1358    0.70448E+03    0.23614E+02    0.70917E-01   -0.54793E+02
  1359    0.70570E+03    0.23459E+02    0.70886E-01   -0.54963E+02
  1360    0.70692E+03    0.23304E+02    0.70856E-01   -0.55120E+02
  1361    0.70816E+03    0.23146E+02    0.70827E-01   -0.55265E+02
  1362    0.70939E+03    0.22987E+02    0.70797E-01   -0.55397E+02
  1363    0.71064E+03    0.22826E+02    0.70768E-01   -0.55519E+02
  1364    0.71187E+03    0.22666E+02    0.70740E-01   -0.55626E+02
  1365    0.71319E+03    0.22504E+02    0.70711E-01   -0.55720E+02
  1366    0.71443E+03    0.22340E+02    0.70683E-01   -0.55804E+02
  1367    0.71568E+03    0.22176E+02    0.70656E-01   -0.55875E+02
  1368    0.71701E+03    0.22012E+02    0.70628E-01   -0.55933E+02
  1369    0.71826E+03    0.21846E+02    0.70601E-01   -0.55978E+02
  1370    0.71951E+03    0.21680E+02    0.70575E-01   -0.56011E+02
  1371    0.72077E+03    0.21514E+02    0.70548E-01   -0.56032E+02
  1372    0.72203E+03    0.21347E+02    0.70522E-01   -0.56040E+02
  1373    0.72329E+03    0.21180E+02    0.70496E-01   -0.56036E+02
  1374    0.72456E+03    0.21012E+02    0.70471E-01   -0.56020E+02
  1375    0.72583E+03    0.20844E+02    0.70446E-01   -0.55991E+02
  1376    0.72711E+03    0.20675E+02    0.70421E-01   -0.55950E+02
  1377    0.72839E+03    0.20508E+02    0.70396E-01   -0.55897E+02
  1378    0.72967E+03    0.20338E+02    0.70371E-01   -0.55832E+02
  1379    0.73089E+03    0.20170E+02    0.70347E-01   -0.55754E+02
  1380    0.73211E+03    0.20000E+02    0.70323E-01   -0.55665E+02
  1381    0.73333E+03    0.19831E+02    0.70299E-01   -0.55563E+02
  1382    0.73442E+03    0.19662E+02    0.70275E-01   -0.55448E+02
  1383    0.73565E+03    0.19494E+02    0.70251E-01   -0.55322E+02
  1384    0.73675E+03    0.19325E+02    0.70227E-01   -0.55184E+02
  1385    0.73785E+03    0.19157E+02    0.70204E-01   -0.55034E+02
  1386    0.73895E+03    0.18989E+02    0.70181E-01   -0.54873E+02
  1387    0.73999E+03    0.18822E+02    0.70158E-01   -0.54700E+02
  1388    0.74119E+03    0.18654E+02    0.70135E-01   -0.54515E+02
  1389    0.74224E+03    0.18487E+02    0.70112E-01   -0.54318E+02
  1390    0.74323E+03    0.18321E+02    0.70089E-01   -0.54111E+02
  1391    0.74429E+03    0.18156E+02    0.70066E-01   -0.53893E+02
  1392    0.74530E+03    0.17991E+02    0.70043E-01   -0.53663E+02
  1393    0.74631E+03    0.17827E+02    0.70020E-01   -0.53422E+02
  1394    0.74725E+03    0.17664E+02    0.69998E-01   -0.53171E+02
  1395    0.74820E+03    0.17501E+02    0.69975E-01   -0.52908E+02
  1396    0.74916E+03    0.17340E+02    0.69952E-01   -0.52636E+02
  1397    0.75006E+03    0.17180E+02    0.69929E-01   -0.52353E+02
  1398    0.75089E+03    0.17020E+02    0.69906E-01   -0.52059E+02
  1399    0.75173E+03    0.16862E+02    0.69883E-01   -0.51755E+02
  1400    0.75258E+03    0.16705E+02    0.69860E-01   -0.51441E+02
  1401    0.75337E+03    0.16547E+02    0.69837E-01   -0.51116E+02
  1402    0.75417E+03    0.16393E+02    0.69814E-01   -0.50783E+02
  1403    0.75490E+03    0.16239E+02    0.69791E-01   -0.50439E+02
  1404    0.75557E+03    0.16088E+02    0.69768E-01   -0.50086E+02
  1405    0.75632E+03    0.15936E+02    0.69744E-01   -0.49723E+02
  1406    0.75694E+03    0.15787E+02    0.69720E-01   -0.49352E+02
  1407    0.75749E+03    0.15639E+02    0.69697E-01   -0.48971E+02
  1408    0.75820E+03    0.15492E+02    0.69673E-01   -0.48582E+02
  1409    0.75870E+03    0.15347E+02    0.69648E-01   -0.48184E+02
  1410    0.75929E+03    0.15203E+02    0.69624E-01   -0.47778E+02
  1411    0.75981E+03    0.15061E+02    0.69599E-01   -0.47363E+02
  1412    0.76027E+03    0.14922E+02    0.69575E-01   -0.46939E+02
  1413    0.76059E+03    0.14784E+02    0.69550E-01   -0.46508E+02
  1414    0.76100E+03    0.14647E+02    0.69524E-01   -0.46069E+02
  1415    0.76134E+03    0.14512E+02    0.69499E-01   -0.45622E+02
  1416    0.76170E+03    0.14380E+02    0.69473E-01   -0.45168E+02
  1417    0.76192E+03    0.14248E+02    0.69447E-01   -0.44708E+02
  1418    0.76216E+03    0.14119E+02    0.69421E-01   -0.44239E+02
  1419    0.76233E+03    0.13992E+02    0.69395E-01   -0.43765E+02
  1420    0.76251E+03    0.13868E+02    0.69368E-01   -0.43283E+02
  1421    0.76263E+03    0.13745E+02    0.69341E-01   -0.42795E+02
  1422    0.76277E+03    0.13624E+02    0.69313E-01   -0.42302E+02
  1423    0.76276E+03    0.13506E+02    0.69286E-01   -0.41802E+02
  1424    0.76285E+03    0.13389E+02    0.69258E-01   -0.41296E+02
  1425    0.76280E+03    0.13275E+02    0.69229E-01   -0.40784E+02
  1426    0.76268E+03    0.13164E+02    0.69201E-01   -0.40267E+02
  1427    0.76266E+03    0.13054E+02    0.69172E-01   -0.39745E+02
  1428    0.76249E+03    0.12947E+02    0.69142E-01   -0.39218E+02
  1429    0.76227E+03    0.12842E+02    0.69113E-01   -0.38685E+02
  1430    0.76206E+03    0.12740E+02    0.69083E-01   -0.38149E+02
  1431    0.76178E+03    0.12639E+02    0.69052E-01   -0.37608E+02
  1432    0.76145E+03    0.12542E+02    0.69022E-01   -0.37062E+02
  1433    0.76120E+03    0.12447E+02    0.68991E-01   -0.36513E+02
  1434    0.76082E+03    0.12354E+02    0.68959E-01   -0.35959E+02
  1435    0.76038E+03    0.12263E+02    0.68927E-01   -0.35403E+02
  1436    0.75994E+03    0.12175E+02    0.68895E-01   -0.34844E+02
  1437    0.75938E+03    0.12090E+02    0.68863E-01   -0.34280E+02
  1438    0.75882E+03    0.12007E+02    0.68830E-01   -0.33715E+02
  1439    0.75821E+03    0.11927E+02    0.68796E-01   -0.33146E+02
  1440    0.75760E+03    0.11849E+02    0.68762E-01   -0.32575E+02
  1441    0.75694E+03    0.11773E+02    0.68728E-01   -0.32003E+02
  1442    0.75621E+03    0.11700E+02    0.68694E-01   -0.31428E+02
  1443    0.75542E+03    0.11631E+02    0.68659E-01   -0.30850E+02
  1444    0.75465E+03    0.11564E+02    0.68623E-01   -0.30271E+02
  1445    0.75374E+03    0.11499E+02    0.68588E-01   -0.29692E+02
  1446    0.75291E+03    0.11437E+02    0.68551E-01   -0.29110E+02
  1447    0.75188E+03    0.11378E+02    0.68515E-01   -0.28526E+02
  1448    0.75093E+03    0.11321E+02    0.68477E-01   -0.27943E+02
  1449    0.74992E+03    0.11267E+02    0.68440E-01   -0.27359E+02
  1450    0.74885E+03    0.11215E+02    0.68402E-01   -0.26775E+02
  1451    0.74779E+03    0.11167E+02    0.68363E-01   -0.26191E+02
  1452    0.74659E+03    0.11121E+02    0.68324E-01   -0.25608E+02
  1453    0.74541E+03    0.11077E+02    0.68285E-01   -0.25024E+02
  1454    0.74424E+03    0.11037E+02    0.68245E-01   -0.24440E+02
  1455    0.74300E+03    0.10998E+02    0.68205E-01   -0.23858E+02
  1456    0.74171E+03    0.10963E+02    0.68164E-01   -0.23277E+02
  1457    0.74027E+03    0.10930E+02    0.68122E-01   -0.22697E+02
  1458    0.73892E+03    0.10900E+02    0.68080E-01   -0.22118E+02
  1459    0.73751E+03    0.10872E+02    0.68038E-01   -0.21539E+02
  1460    0.73604E+03    0.10848E+02    0.67995E-01   -0.20963E+02
  1461    0.73458E+03    0.10825E+02    0.67952E-01   -0.20390E+02
  1462    0.73305E+03    0.10805E+02    0.67908E-01   -0.19819E+02
  1463    0.73139E+03    0.10788E+02    0.67864E-01   -0.19249E+02
  1464    0.72981E+03    0.10773E+02    0.67819E-01   -0.18682E+02
  1465    0.72810E+03    0.10761E+02    0.67773E-01   -0.18118E+02
  1466    0.72647E+03    0.10753E+02    0.67727E-01   -0.17557E+02
  1467    0.72470E+03    0.10746E+02    0.67681E-01   -0.16999E+02
  1468    0.72294E+03    0.10742E+02    0.67634E-01   -0.16444E+02
  1469    0.72119E+03    0.10740E+02    0.67586E-01   -0.15893E+02
  1470    0.71923E+03    0.10741E+02    0.67538E-01   -0.15345E+02
  1471    0.71743E+03    0.10745E+02    0.67489E-01   -0.14802E+02
  1472    0.71556E+03    0.10751E+02    0.67440E-01   -0.14263E+02
  1473    0.71363E+03    0.10759E+02    0.67390E-01   -0.13728E+02
  1474    0.71156E+03    0.10770E+02    0.67340E-01   -0.13197E+02
  1475    0.70958E+03    0.10783E+02    0.67289E-01   -0.12671E+02
  1476    0.70752E+03    0.10799E+02    0.67237E-01   -0.12151E+02
  1477    0.70548E+03    0.10817E+02    0.67185E-01   -0.11634E+02
  1478    0.70337E+03    0.10838E+02    0.67133E-01   -0.11123E+02
  1479    0.70127E+03    0.10861E+02    0.67080E-01   -0.10618E+02
  1480    0.69911E+03    0.10887E+02    0.67026E-01   -0.10117E+02
  1481    0.69688E+03    0.10914E+02    0.66972E-01   -0.96228E+01
  1482    0.69467E+03    0.10944E+02    0.66917E-01   -0.91339E+01
  1483    0.69241E+03    0.10976E+02    0.66862E-01   -0.86510E+01
  1484    0.69015E+03    0.11011E+02    0.66806E-01   -0.81741E+01
  1485    0.68784E+03    0.11047E+02    0.66749E-01   -0.77035E+01
  1486    0.68550E+03    0.11086E+02    0.66693E-01   -0.72390E+01
  1487    0.68313E+03    0.11127E+02    0.66635E-01   -0.67811E+01
  1488    0.68075E+03    0.11170E+02    0.66577E-01   -0.63297E+01
  1489    0.67831E+03    0.11216E+02    0.66519E-01   -0.58851E+01
  1490    0.67587E+03    0.11262E+02    0.66460E-01   -0.54473E+01
  1491    0.67339E+03    0.11311E+02    0.66400E-01   -0.50166E+01
  1492    0.67090E+03    0.11363E+02    0.66340E-01   -0.45930E+01
  1493    0.66839E+03    0.11415E+02    0.66279E-01   -0.41766E+01
  1494    0.66584E+03    0.11470E+02    0.66218E-01   -0.37675E+01
  1495    0.66328E+03    0.11527E+02    0.66157E-01   -0.33659E+01
  1496    0.66070E+03    0.11585E+02    0.66095E-01   -0.29718E+01
  1497    0.65809E+03    0.11645E+02    0.66032E-01   -0.25853E+01
  1498    0.65547E+03    0.11708E+02    0.65969E-01   -0.22066E+01
  1499    0.65282E+03    0.11771E+02    0.65906E-01   -0.18356E+01
  1500    0.65016E+03    0.11837E+02    0.65842E-01   -0.14725E+01
  1501    0.64748E+03    0.11903E+02    0.65778E-01   -0.11173E+01
  1502    0.64478E+03    0.11972E+02    0.65713E-01   -0.77046E+00
  1503    0.64206E+03    0.12042E+02    0.65648E-01   -0.43174E+00
  1504    0.63933E+03    0.12114E+02    0.65583E-01   -0.10110E+00
  1505    0.63658E+03    0.12187E+02    0.65517E-01    0.22111E+00
  1506    0.63382E+03    0.12261E+02    0.65450E-01    0.53498E+00
  1507    0.63105E+03    0.12338E+02    0.65384E-01    0.84044E+00
  1508    0.62826E+03    0.12415E+02    0.65316E-01    0.11371E+01
  1509    0.62546E+03    0.12493E+02    0.65249E-01    0.14252E+01
  1510    0.62265E+03    0.12573E+02    0.65181E-01    0.17044E+01
  1511    0.61982E+03    0.12654E+02    0.65113E-01    0.19755E+01
  1512    0.61698E+03    0.12735E+02    0.65044E-01    0.22362E+01
  1513    0.61413E+03    0.12819E+02    0.64975E-01    0.24896E+01
  1514    0.61128E+03    0.12904E+02    0.64906E-01    0.27333E+01
  1515    0.60844E+03    0.12989E+02    0.64837E-01    0.29689E+01
  1516    0.60557E+03    0.13075E+02    0.64767E-01    0.31942E+01
  1517    0.60270E+03    0.13162E+02    0.64697E-01    0.34114E+01
  1518    0.59982E+03    0.13251E+02    0.64626E-01    0.36205E+01
  1519    0.59693E+03    0.13339E+02    0.64555E-01    0.38185E+01
  1520    0.59406E+03    0.13429E+02    0.64484E-01    0.40084E+01
  1521    0.59116E+03    0.13520E+02    0.64413E-01    0.41895E+01
  1522    0.58826E+03    0.13610E+02    0.64341E-01    0.43610E+01
  1523    0.58537E+03    0.13702E+02    0.64269E-01    0.45236E+01
  1524    0.58246E+03    0.13794E+02    0.64197E-01    0.46767E+01
  1525    0.57956E+03    0.13888E+02    0.64125E-01    0.48209E+01
  1526    0.57666E+03    0.13981E+02    0.64052E-01    0.49562E+01
  1527    0.57375E+03    0.14074E+02    0.63979E-01    0.50812E+01
  1528    0.57085E+03    0.14169E+02    0.63906E-01    0.51981E+01
  1529    0.56795E+03    0.14263E+02    0.63833E-01    0.53061E+01
  1530    0.56506E+03    0.14358E+02    0.63759E-01    0.54044E+01
  1531    0.56216E+03    0.14453E+02    0.63685E-01    0.54931E+01
  1532    0.55928E+03    0.14549E+02    0.63611E-01    0.55737E+01
  1533    0.55639E+03    0.14644E+02    0.63537E-01    0.56460E+01
  1534    0.55351E+03    0.14740E+02    0.63462E-01    0.57072E+01
  1535    0.55064E+03    0.14836E+02    0.63388E-01    0.57609E+01
  1536    0.54777E+03    0.14931E+02    0.63313E-01    0.58050E+01
  1537    0.54491E+03    0.15027E+02    0.63238E-01    0.58400E+01
  1538    0.54207E+03    0.15124E+02    0.63162E-01    0.58667E+01
  1539    0.53920E+03    0.15218E+02    0.63087E-01    0.58845E+01
  1540    0.53637E+03    0.15313E+02    0.63011E-01    0.58939E+01
  1541    0.53354E+03    0.15409E+02    0.62936E-01    0.58935E+01
  1542    0.53072E+03    0.15505E+02    0.62860E-01    0.58855E+01
  1543    0.52791E+03    0.15599E+02    0.62784E-01    0.58677E+01
  1544    0.52511E+03    0.15694E+02    0.62707E-01    0.58422E+01
  1545    0.52233E+03    0.15787E+02    0.62631E-01    0.58082E+01
  1546    0.51954E+03    0.15880E+02    0.62555E-01    0.57651E+01
  1547    0.51678E+03    0.15974E+02    0.62478E-01    0.57143E+01
  1548    0.51404E+03    0.16067E+02    0.62401E-01    0.56549E+01
  1549    0.51130E+03    0.16159E+02    0.62325E-01    0.55878E+01
  1550    0.50859E+03    0.16250E+02    0.62248E-01    0.55120E+01
  1551    0.50588E+03    0.16341E+02    0.62171E-01    0.54277E+01
  1552    0.50320E+03    0.16430E+02    0.62093E-01    0.53362E+01
