#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   539    0.26111E+04   -0.12228E+02   -0.56752E-05   -0.12228E+02    0.69890E+01    0.19136E-06   -0.56752E-05    0.19136E-06    0.18775E-07
   540    0.26104E+04   -0.10922E+02   -0.55971E-05   -0.10922E+02    0.70606E+01    0.17561E-06   -0.55971E-05    0.17561E-06    0.18718E-07
   541    0.26094E+04   -0.96231E+01   -0.55183E-05   -0.96231E+01    0.71373E+01    0.15990E-06   -0.55183E-05    0.15990E-06    0.18660E-07
   542    0.26082E+04   -0.83320E+01   -0.54388E-05   -0.83320E+01    0.72194E+01    0.14423E-06   -0.54388E-05    0.14423E-06    0.18603E-07
   543    0.26068E+04   -0.70486E+01   -0.53586E-05   -0.70486E+01    0.73069E+01    0.12860E-06   -0.53586E-05    0.12860E-06    0.18546E-07
   544    0.26051E+04   -0.57740E+01   -0.52778E-05   -0.57740E+01    0.73997E+01    0.11299E-06   -0.52778E-05    0.11299E-06    0.18490E-07
   545    0.26032E+04   -0.45088E+01   -0.51963E-05   -0.45088E+01    0.74978E+01    0.97419E-07   -0.51963E-05    0.97419E-07    0.18433E-07
   546    0.26011E+04   -0.32540E+01   -0.51143E-05   -0.32540E+01    0.76010E+01    0.81871E-07   -0.51143E-05    0.81871E-07    0.18377E-07
   547    0.25987E+04   -0.20099E+01   -0.50316E-05   -0.20099E+01    0.77094E+01    0.66345E-07   -0.50316E-05    0.66345E-07    0.18321E-07
   548    0.25962E+04   -0.77768E+00   -0.49483E-05   -0.77768E+00    0.78232E+01    0.50839E-07   -0.49483E-05    0.50839E-07    0.18265E-07
   549    0.25934E+04    0.44207E+00   -0.48644E-05    0.44207E+00    0.79423E+01    0.35348E-07   -0.48644E-05    0.35348E-07    0.18210E-07
   550    0.25904E+04    0.16487E+01   -0.47799E-05    0.16487E+01    0.80667E+01    0.19871E-07   -0.47799E-05    0.19871E-07    0.18155E-07
   551    0.25873E+04    0.28416E+01   -0.46949E-05    0.28416E+01    0.81964E+01    0.44044E-08   -0.46949E-05    0.44044E-08    0.18100E-07
   552    0.25838E+04    0.40197E+01   -0.46093E-05    0.40197E+01    0.83314E+01   -0.11050E-07   -0.46093E-05   -0.11050E-07    0.18045E-07
   553    0.25802E+04    0.51827E+01   -0.45232E-05    0.51827E+01    0.84702E+01   -0.26490E-07   -0.45232E-05   -0.26490E-07    0.17990E-07
   554    0.25764E+04    0.63298E+01   -0.44365E-05    0.63298E+01    0.86157E+01   -0.41913E-07   -0.44365E-05   -0.41913E-07    0.17936E-07
   555    0.25723E+04    0.74602E+01   -0.43493E-05    0.74602E+01    0.87659E+01   -0.57318E-07   -0.43493E-05   -0.57318E-07    0.17882E-07
   556    0.25680E+04    0.85737E+01   -0.42616E-05    0.85737E+01    0.89213E+01   -0.72701E-07   -0.42616E-05   -0.72701E-07    0.17828E-07
   557    0.25635E+04    0.96685E+01   -0.41734E-05    0.96685E+01    0.90813E+01   -0.88061E-07   -0.41734E-05   -0.88061E-07    0.17774E-07
   558    0.25589E+04    0.10745E+02   -0.40847E-05    0.10745E+02    0.92473E+01   -0.10340E-06   -0.40847E-05   -0.10340E-06    0.17721E-07
   559    0.25540E+04    0.11803E+02   -0.39955E-05    0.11803E+02    0.94171E+01   -0.11870E-06   -0.39955E-05   -0.11870E-06    0.17668E-07
   560    0.25490E+04    0.12841E+02   -0.39058E-05    0.12841E+02    0.95915E+01   -0.13398E-06   -0.39058E-05   -0.13398E-06    0.17615E-07
   561    0.25436E+04    0.13858E+02   -0.38156E-05    0.13858E+02    0.97712E+01   -0.14922E-06   -0.38156E-05   -0.14922E-06    0.17562E-07
   562    0.25382E+04    0.14854E+02   -0.37250E-05    0.14854E+02    0.99561E+01   -0.16443E-06   -0.37250E-05   -0.16443E-06    0.17510E-07
   563    0.25326E+04    0.15830E+02   -0.36340E-05    0.15830E+02    0.10145E+02   -0.17960E-06   -0.36340E-05   -0.17960E-06    0.17457E-07
   564    0.25269E+04    0.16782E+02   -0.35425E-05    0.16782E+02    0.10340E+02   -0.19473E-06   -0.35425E-05   -0.19473E-06    0.17405E-07
   565    0.25209E+04    0.17712E+02   -0.34506E-05    0.17712E+02    0.10537E+02   -0.20982E-06   -0.34506E-05   -0.20982E-06    0.17353E-07
   566    0.25148E+04    0.18618E+02   -0.33583E-05    0.18618E+02    0.10741E+02   -0.22487E-06   -0.33583E-05   -0.22487E-06    0.17302E-07
   567    0.25085E+04    0.19501E+02   -0.32655E-05    0.19501E+02    0.10947E+02   -0.23987E-06   -0.32655E-05   -0.23987E-06    0.17250E-07
   568    0.25021E+04    0.20359E+02   -0.31724E-05    0.20359E+02    0.11160E+02   -0.25483E-06   -0.31724E-05   -0.25483E-06    0.17199E-07
   569    0.24954E+04    0.21194E+02   -0.30789E-05    0.21194E+02    0.11376E+02   -0.26973E-06   -0.30789E-05   -0.26973E-06    0.17148E-07
   570    0.24887E+04    0.22001E+02   -0.29850E-05    0.22001E+02    0.11597E+02   -0.28458E-06   -0.29850E-05   -0.28458E-06    0.17097E-07
   571    0.24817E+04    0.22783E+02   -0.28908E-05    0.22783E+02    0.11822E+02   -0.29937E-06   -0.28908E-05   -0.29937E-06    0.17047E-07
   572    0.24746E+04    0.23539E+02   -0.27962E-05    0.23539E+02    0.12051E+02   -0.31411E-06   -0.27962E-05   -0.31411E-06    0.16996E-07
   573    0.24674E+04    0.24266E+02   -0.27012E-05    0.24266E+02    0.12283E+02   -0.32879E-06   -0.27012E-05   -0.32879E-06    0.16946E-07
   574    0.24601E+04    0.24968E+02   -0.26059E-05    0.24968E+02    0.12520E+02   -0.34340E-06   -0.26059E-05   -0.34340E-06    0.16896E-07
   575    0.24526E+04    0.25640E+02   -0.25103E-05    0.25640E+02    0.12761E+02   -0.35795E-06   -0.25103E-05   -0.35795E-06    0.16847E-07
   576    0.24450E+04    0.26286E+02   -0.24144E-05    0.26286E+02    0.13005E+02   -0.37244E-06   -0.24144E-05   -0.37244E-06    0.16797E-07
   577    0.24372E+04    0.26903E+02   -0.23182E-05    0.26903E+02    0.13254E+02   -0.38686E-06   -0.23182E-05   -0.38686E-06    0.16748E-07
   578    0.24293E+04    0.27490E+02   -0.22217E-05    0.27490E+02    0.13505E+02   -0.40120E-06   -0.22217E-05   -0.40120E-06    0.16699E-07
   579    0.24213E+04    0.28048E+02   -0.21249E-05    0.28048E+02    0.13761E+02   -0.41547E-06   -0.21249E-05   -0.41547E-06    0.16650E-07
   580    0.24133E+04    0.28576E+02   -0.20278E-05    0.28576E+02    0.14020E+02   -0.42967E-06   -0.20278E-05   -0.42967E-06    0.16601E-07
   581    0.24050E+04    0.29074E+02   -0.19305E-05    0.29074E+02    0.14282E+02   -0.44379E-06   -0.19305E-05   -0.44379E-06    0.16553E-07
   582    0.23966E+04    0.29542E+02   -0.18329E-05    0.29542E+02    0.14548E+02   -0.45783E-06   -0.18329E-05   -0.45783E-06    0.16504E-07
   583    0.23882E+04    0.29978E+02   -0.17351E-05    0.29978E+02    0.14817E+02   -0.47179E-06   -0.17351E-05   -0.47179E-06    0.16456E-07
   584    0.23797E+04    0.30383E+02   -0.16370E-05    0.30383E+02    0.15089E+02   -0.48566E-06   -0.16370E-05   -0.48566E-06    0.16408E-07
   585    0.23711E+04    0.30757E+02   -0.15387E-05    0.30757E+02    0.15364E+02   -0.49944E-06   -0.15387E-05   -0.49944E-06    0.16361E-07
   586    0.23624E+04    0.31098E+02   -0.14402E-05    0.31098E+02    0.15641E+02   -0.51314E-06   -0.14402E-05   -0.51314E-06    0.16313E-07
   587    0.23537E+04    0.31408E+02   -0.13415E-05    0.31408E+02    0.15922E+02   -0.52675E-06   -0.13415E-05   -0.52675E-06    0.16266E-07
   588    0.23448E+04    0.31685E+02   -0.12426E-05    0.31685E+02    0.16205E+02   -0.54026E-06   -0.12426E-05   -0.54026E-06    0.16219E-07
   589    0.23359E+04    0.31930E+02   -0.11435E-05    0.31930E+02    0.16492E+02   -0.55368E-06   -0.11435E-05   -0.55368E-06    0.16172E-07
   590    0.23269E+04    0.32142E+02   -0.10443E-05    0.32142E+02    0.16779E+02   -0.56699E-06   -0.10443E-05   -0.56699E-06    0.16125E-07
   591    0.23178E+04    0.32321E+02   -0.94489E-06    0.32321E+02    0.17071E+02   -0.58021E-06   -0.94489E-06   -0.58021E-06    0.16078E-07
   592    0.23087E+04    0.32465E+02   -0.84533E-06    0.32465E+02    0.17363E+02   -0.59333E-06   -0.84533E-06   -0.59333E-06    0.16032E-07
   593    0.22995E+04    0.32578E+02   -0.74562E-06    0.32578E+02    0.17659E+02   -0.60634E-06   -0.74562E-06   -0.60634E-06    0.15986E-07
   594    0.22902E+04    0.32656E+02   -0.64579E-06    0.32656E+02    0.17957E+02   -0.61924E-06   -0.64579E-06   -0.61924E-06    0.15940E-07
   595    0.22809E+04    0.32701E+02   -0.54584E-06    0.32701E+02    0.18256E+02   -0.63204E-06   -0.54584E-06   -0.63204E-06    0.15894E-07
   596    0.22716E+04    0.32711E+02   -0.44577E-06    0.32711E+02    0.18558E+02   -0.64472E-06   -0.44577E-06   -0.64472E-06    0.15848E-07
   597    0.22623E+04    0.32688E+02   -0.34560E-06    0.32688E+02    0.18859E+02   -0.65729E-06   -0.34560E-06   -0.65729E-06    0.15803E-07
   598    0.22531E+04    0.32630E+02   -0.24535E-06    0.32630E+02    0.19164E+02   -0.66974E-06   -0.24535E-06   -0.66974E-06    0.15758E-07
   599    0.22437E+04    0.32539E+02   -0.14501E-06    0.32539E+02    0.19470E+02   -0.68208E-06   -0.14501E-06   -0.68208E-06    0.15713E-07
   600    0.22343E+04    0.32413E+02   -0.44600E-07    0.32413E+02    0.19777E+02   -0.69429E-06   -0.44600E-07   -0.69429E-06    0.15668E-07
   601    0.22249E+04    0.32253E+02    0.55869E-07    0.32253E+02    0.20086E+02   -0.70638E-06    0.55869E-07   -0.70638E-06    0.15623E-07
   602    0.22155E+04    0.32057E+02    0.15639E-06    0.32057E+02    0.20395E+02   -0.71835E-06    0.15639E-06   -0.71835E-06    0.15579E-07
   603    0.22060E+04    0.31829E+02    0.25694E-06    0.31829E+02    0.20706E+02   -0.73019E-06    0.25694E-06   -0.73019E-06    0.15534E-07
   604    0.21967E+04    0.31567E+02    0.35753E-06    0.31567E+02    0.21018E+02   -0.74191E-06    0.35753E-06   -0.74191E-06    0.15490E-07
   605    0.21872E+04    0.31269E+02    0.45813E-06    0.31269E+02    0.21330E+02   -0.75350E-06    0.45813E-06   -0.75350E-06    0.15446E-07
   606    0.21779E+04    0.30938E+02    0.55874E-06    0.30938E+02    0.21643E+02   -0.76497E-06    0.55874E-06   -0.76497E-06    0.15402E-07
   607    0.21683E+04    0.30572E+02    0.65935E-06    0.30572E+02    0.21956E+02   -0.77631E-06    0.65935E-06   -0.77631E-06    0.15359E-07
   608    0.21590E+04    0.30172E+02    0.75994E-06    0.30172E+02    0.22271E+02   -0.78753E-06    0.75994E-06   -0.78753E-06    0.15315E-07
   609    0.21497E+04    0.29738E+02    0.86050E-06    0.29738E+02    0.22584E+02   -0.79861E-06    0.86050E-06   -0.79861E-06    0.15272E-07
   610    0.21404E+04    0.29270E+02    0.96103E-06    0.29270E+02    0.22898E+02   -0.80957E-06    0.96103E-06   -0.80957E-06    0.15229E-07
   611    0.21311E+04    0.28769E+02    0.10615E-05    0.28769E+02    0.23212E+02   -0.82040E-06    0.10615E-05   -0.82040E-06    0.15186E-07
   612    0.21219E+04    0.28234E+02    0.11619E-05    0.28234E+02    0.23527E+02   -0.83110E-06    0.11619E-05   -0.83110E-06    0.15143E-07
   613    0.21126E+04    0.27665E+02    0.12623E-05    0.27665E+02    0.23840E+02   -0.84167E-06    0.12623E-05   -0.84167E-06    0.15101E-07
   614    0.21035E+04    0.27062E+02    0.13626E-05    0.27062E+02    0.24153E+02   -0.85211E-06    0.13626E-05   -0.85211E-06    0.15058E-07
   615    0.20944E+04    0.26427E+02    0.14628E-05    0.26427E+02    0.24465E+02   -0.86241E-06    0.14628E-05   -0.86241E-06    0.15016E-07
   616    0.20853E+04    0.25759E+02    0.15628E-05    0.25759E+02    0.24778E+02   -0.87259E-06    0.15628E-05   -0.87259E-06    0.14974E-07
   617    0.20764E+04    0.25058E+02    0.16628E-05    0.25058E+02    0.25090E+02   -0.88263E-06    0.16628E-05   -0.88263E-06    0.14932E-07
   618    0.20675E+04    0.24324E+02    0.17627E-05    0.24324E+02    0.25402E+02   -0.89254E-06    0.17627E-05   -0.89254E-06    0.14890E-07
   619    0.20586E+04    0.23560E+02    0.18624E-05    0.23560E+02    0.25713E+02   -0.90232E-06    0.18624E-05   -0.90232E-06    0.14849E-07
   620    0.20499E+04    0.22763E+02    0.19620E-05    0.22763E+02    0.26022E+02   -0.91196E-06    0.19620E-05   -0.91196E-06    0.14807E-07
   621    0.20412E+04    0.21934E+02    0.20614E-05    0.21934E+02    0.26330E+02   -0.92147E-06    0.20614E-05   -0.92147E-06    0.14766E-07
   622    0.20326E+04    0.21073E+02    0.21607E-05    0.21073E+02    0.26637E+02   -0.93084E-06    0.21607E-05   -0.93084E-06    0.14725E-07
   623    0.20241E+04    0.20183E+02    0.22597E-05    0.20183E+02    0.26942E+02   -0.94007E-06    0.22597E-05   -0.94007E-06    0.14684E-07
   624    0.20157E+04    0.19261E+02    0.23586E-05    0.19261E+02    0.27245E+02   -0.94917E-06    0.23586E-05   -0.94917E-06    0.14644E-07
   625    0.20073E+04    0.18308E+02    0.24573E-05    0.18308E+02    0.27546E+02   -0.95813E-06    0.24573E-05   -0.95813E-06    0.14603E-07
   626    0.19991E+04    0.17326E+02    0.25558E-05    0.17326E+02    0.27846E+02   -0.96695E-06    0.25558E-05   -0.96695E-06    0.14563E-07
   627    0.19910E+04    0.16314E+02    0.26541E-05    0.16314E+02    0.28144E+02   -0.97563E-06    0.26541E-05   -0.97563E-06    0.14522E-07
   628    0.19830E+04    0.15273E+02    0.27522E-05    0.15273E+02    0.28440E+02   -0.98418E-06    0.27522E-05   -0.98418E-06    0.14482E-07
   629    0.19752E+04    0.14202E+02    0.28500E-05    0.14202E+02    0.28733E+02   -0.99258E-06    0.28500E-05   -0.99258E-06    0.14442E-07
   630    0.19673E+04    0.13103E+02    0.29475E-05    0.13103E+02    0.29024E+02   -0.10008E-05    0.29475E-05   -0.10008E-05    0.14402E-07
   631    0.19596E+04    0.11976E+02    0.30448E-05    0.11976E+02    0.29313E+02   -0.10090E-05    0.30448E-05   -0.10090E-05    0.14363E-07
   632    0.19522E+04    0.10821E+02    0.31418E-05    0.10821E+02    0.29599E+02   -0.10170E-05    0.31418E-05   -0.10170E-05    0.14323E-07
   633    0.19447E+04    0.96387E+01    0.32386E-05    0.96387E+01    0.29883E+02   -0.10248E-05    0.32386E-05   -0.10248E-05    0.14284E-07
   634    0.19375E+04    0.84302E+01    0.33350E-05    0.84302E+01    0.30163E+02   -0.10325E-05    0.33350E-05   -0.10325E-05    0.14245E-07
   635    0.19304E+04    0.71954E+01    0.34312E-05    0.71954E+01    0.30441E+02   -0.10400E-05    0.34312E-05   -0.10400E-05    0.14206E-07
   636    0.19233E+04    0.59352E+01    0.35270E-05    0.59352E+01    0.30717E+02   -0.10474E-05    0.35270E-05   -0.10474E-05    0.14167E-07
   637    0.19164E+04    0.46488E+01    0.36225E-05    0.46488E+01    0.30987E+02   -0.10547E-05    0.36225E-05   -0.10547E-05    0.14128E-07
   638    0.19097E+04    0.33384E+01    0.37176E-05    0.33384E+01    0.31257E+02   -0.10618E-05    0.37176E-05   -0.10618E-05    0.14090E-07
   639    0.19031E+04    0.20032E+01    0.38125E-05    0.20032E+01    0.31521E+02   -0.10688E-05    0.38125E-05   -0.10688E-05    0.14051E-07
   640    0.18967E+04    0.64463E+00    0.39069E-05    0.64463E+00    0.31784E+02   -0.10756E-05    0.39069E-05   -0.10756E-05    0.14013E-07
   641    0.18905E+04   -0.73727E+00    0.40010E-05   -0.73727E+00    0.32042E+02   -0.10823E-05    0.40010E-05   -0.10823E-05    0.13975E-07
   642    0.18843E+04   -0.21417E+01    0.40947E-05   -0.21417E+01    0.32296E+02   -0.10888E-05    0.40947E-05   -0.10888E-05    0.13937E-07
   643    0.18783E+04   -0.35682E+01    0.41881E-05   -0.35682E+01    0.32548E+02   -0.10952E-05    0.41881E-05   -0.10952E-05    0.13899E-07
   644    0.18726E+04   -0.50161E+01    0.42810E-05   -0.50161E+01    0.32794E+02   -0.11015E-05    0.42810E-05   -0.11015E-05    0.13862E-07
   645    0.18670E+04   -0.64851E+01    0.43735E-05   -0.64851E+01    0.33036E+02   -0.11075E-05    0.43735E-05   -0.11075E-05    0.13824E-07
   646    0.18615E+04   -0.79745E+01    0.44656E-05   -0.79745E+01    0.33275E+02   -0.11135E-05    0.44656E-05   -0.11135E-05    0.13787E-07
   647    0.18563E+04   -0.94841E+01    0.45572E-05   -0.94841E+01    0.33509E+02   -0.11193E-05    0.45572E-05   -0.11193E-05    0.13750E-07
   648    0.18511E+04   -0.11012E+02    0.46484E-05   -0.11012E+02    0.33740E+02   -0.11249E-05    0.46484E-05   -0.11249E-05    0.13713E-07
   649    0.18462E+04   -0.12559E+02    0.47392E-05   -0.12559E+02    0.33965E+02   -0.11304E-05    0.47392E-05   -0.11304E-05    0.13676E-07
   650    0.18414E+04   -0.14124E+02    0.48295E-05   -0.14124E+02    0.34186E+02   -0.11357E-05    0.48295E-05   -0.11357E-05    0.13639E-07
   651    0.18369E+04   -0.15706E+02    0.49193E-05   -0.15706E+02    0.34404E+02   -0.11409E-05    0.49193E-05   -0.11409E-05    0.13602E-07
   652    0.18324E+04   -0.17305E+02    0.50086E-05   -0.17305E+02    0.34616E+02   -0.11459E-05    0.50086E-05   -0.11459E-05    0.13566E-07
   653    0.18283E+04   -0.18919E+02    0.50975E-05   -0.18919E+02    0.34822E+02   -0.11508E-05    0.50975E-05   -0.11508E-05    0.13529E-07
   654    0.18242E+04   -0.20547E+02    0.51858E-05   -0.20547E+02    0.35025E+02   -0.11555E-05    0.51858E-05   -0.11555E-05    0.13493E-07
   655    0.18203E+04   -0.22191E+02    0.52737E-05   -0.22191E+02    0.35223E+02   -0.11600E-05    0.52737E-05   -0.11600E-05    0.13457E-07
   656    0.18167E+04   -0.23849E+02    0.53611E-05   -0.23849E+02    0.35416E+02   -0.11645E-05    0.53611E-05   -0.11645E-05    0.13421E-07
   657    0.18133E+04   -0.25519E+02    0.54479E-05   -0.25519E+02    0.35603E+02   -0.11687E-05    0.54479E-05   -0.11687E-05    0.13385E-07
   658    0.18099E+04   -0.27202E+02    0.55343E-05   -0.27202E+02    0.35786E+02   -0.11728E-05    0.55343E-05   -0.11728E-05    0.13350E-07
   659    0.18069E+04   -0.28896E+02    0.56201E-05   -0.28896E+02    0.35964E+02   -0.11768E-05    0.56201E-05   -0.11768E-05    0.13314E-07
   660    0.18041E+04   -0.30601E+02    0.57054E-05   -0.30601E+02    0.36135E+02   -0.11806E-05    0.57054E-05   -0.11806E-05    0.13279E-07
   661    0.18014E+04   -0.32316E+02    0.57902E-05   -0.32316E+02    0.36301E+02   -0.11843E-05    0.57902E-05   -0.11843E-05    0.13243E-07
   662    0.17989E+04   -0.34041E+02    0.58744E-05   -0.34041E+02    0.36463E+02   -0.11878E-05    0.58744E-05   -0.11878E-05    0.13208E-07
   663    0.17966E+04   -0.35775E+02    0.59582E-05   -0.35775E+02    0.36620E+02   -0.11912E-05    0.59582E-05   -0.11912E-05    0.13173E-07
   664    0.17945E+04   -0.37516E+02    0.60413E-05   -0.37516E+02    0.36769E+02   -0.11944E-05    0.60413E-05   -0.11944E-05    0.13138E-07
   665    0.17926E+04   -0.39265E+02    0.61239E-05   -0.39265E+02    0.36914E+02   -0.11975E-05    0.61239E-05   -0.11975E-05    0.13104E-07
   666    0.17909E+04   -0.41019E+02    0.62060E-05   -0.41019E+02    0.37053E+02   -0.12004E-05    0.62060E-05   -0.12004E-05    0.13069E-07
   667    0.17894E+04   -0.42780E+02    0.62875E-05   -0.42780E+02    0.37186E+02   -0.12032E-05    0.62875E-05   -0.12032E-05    0.13035E-07
   668    0.17880E+04   -0.44547E+02    0.63685E-05   -0.44547E+02    0.37313E+02   -0.12058E-05    0.63685E-05   -0.12058E-05    0.13000E-07
   669    0.17870E+04   -0.46317E+02    0.64489E-05   -0.46317E+02    0.37435E+02   -0.12083E-05    0.64489E-05   -0.12083E-05    0.12966E-07
   670    0.17860E+04   -0.48090E+02    0.65287E-05   -0.48090E+02    0.37551E+02   -0.12106E-05    0.65287E-05   -0.12106E-05    0.12932E-07
   671    0.17854E+04   -0.49866E+02    0.66079E-05   -0.49866E+02    0.37662E+02   -0.12128E-05    0.66079E-05   -0.12128E-05    0.12898E-07
   672    0.17848E+04   -0.51645E+02    0.66866E-05   -0.51645E+02    0.37765E+02   -0.12149E-05    0.66866E-05   -0.12149E-05    0.12864E-07
   673    0.17846E+04   -0.53424E+02    0.67646E-05   -0.53424E+02    0.37864E+02   -0.12168E-05    0.67646E-05   -0.12168E-05    0.12831E-07
   674    0.17845E+04   -0.55204E+02    0.68421E-05   -0.55204E+02    0.37957E+02   -0.12186E-05    0.68421E-05   -0.12186E-05    0.12797E-07
   675    0.17846E+04   -0.56984E+02    0.69190E-05   -0.56984E+02    0.38043E+02   -0.12202E-05    0.69190E-05   -0.12202E-05    0.12764E-07
   676    0.17849E+04   -0.58761E+02    0.69952E-05   -0.58761E+02    0.38123E+02   -0.12217E-05    0.69952E-05   -0.12217E-05    0.12730E-07
   677    0.17853E+04   -0.60537E+02    0.70709E-05   -0.60537E+02    0.38197E+02   -0.12230E-05    0.70709E-05   -0.12230E-05    0.12697E-07
   678    0.17861E+04   -0.62311E+02    0.71460E-05   -0.62311E+02    0.38265E+02   -0.12242E-05    0.71460E-05   -0.12242E-05    0.12664E-07
   679    0.17870E+04   -0.64082E+02    0.72204E-05   -0.64082E+02    0.38327E+02   -0.12252E-05    0.72204E-05   -0.12252E-05    0.12631E-07
   680    0.17881E+04   -0.65848E+02    0.72942E-05   -0.65848E+02    0.38383E+02   -0.12262E-05    0.72942E-05   -0.12262E-05    0.12598E-07
   681    0.17895E+04   -0.67609E+02    0.73674E-05   -0.67609E+02    0.38432E+02   -0.12269E-05    0.73674E-05   -0.12269E-05    0.12566E-07
   682    0.17910E+04   -0.69365E+02    0.74399E-05   -0.69365E+02    0.38474E+02   -0.12276E-05    0.74399E-05   -0.12276E-05    0.12533E-07
   683    0.17927E+04   -0.71115E+02    0.75118E-05   -0.71115E+02    0.38512E+02   -0.12280E-05    0.75118E-05   -0.12280E-05    0.12501E-07
   684    0.17946E+04   -0.72859E+02    0.75831E-05   -0.72859E+02    0.38542E+02   -0.12284E-05    0.75831E-05   -0.12284E-05    0.12468E-07
   685    0.17966E+04   -0.74594E+02    0.76537E-05   -0.74594E+02    0.38566E+02   -0.12286E-05    0.76537E-05   -0.12286E-05    0.12436E-07
   686    0.17989E+04   -0.76313E+02    0.77237E-05   -0.76313E+02    0.38584E+02   -0.12287E-05    0.77237E-05   -0.12287E-05    0.12404E-07
   687    0.18014E+04   -0.78027E+02    0.77930E-05   -0.78027E+02    0.38596E+02   -0.12286E-05    0.77930E-05   -0.12286E-05    0.12372E-07
   688    0.18041E+04   -0.79734E+02    0.78616E-05   -0.79734E+02    0.38600E+02   -0.12284E-05    0.78616E-05   -0.12284E-05    0.12340E-07
   689    0.18069E+04   -0.81425E+02    0.79296E-05   -0.81425E+02    0.38599E+02   -0.12281E-05    0.79296E-05   -0.12281E-05    0.12308E-07
   690    0.18099E+04   -0.83108E+02    0.79969E-05   -0.83108E+02    0.38592E+02   -0.12276E-05    0.79969E-05   -0.12276E-05    0.12277E-07
   691    0.18132E+04   -0.84777E+02    0.80635E-05   -0.84777E+02    0.38577E+02   -0.12270E-05    0.80635E-05   -0.12270E-05    0.12245E-07
   692    0.18166E+04   -0.86431E+02    0.81294E-05   -0.86431E+02    0.38558E+02   -0.12262E-05    0.81294E-05   -0.12262E-05    0.12214E-07
   693    0.18202E+04   -0.88076E+02    0.81947E-05   -0.88076E+02    0.38532E+02   -0.12253E-05    0.81947E-05   -0.12253E-05    0.12183E-07
   694    0.18239E+04   -0.89700E+02    0.82592E-05   -0.89700E+02    0.38498E+02   -0.12243E-05    0.82592E-05   -0.12243E-05    0.12151E-07
   695    0.18279E+04   -0.91308E+02    0.83231E-05   -0.91308E+02    0.38461E+02   -0.12231E-05    0.83231E-05   -0.12231E-05    0.12120E-07
   696    0.18320E+04   -0.92916E+02    0.83862E-05   -0.92916E+02    0.38416E+02   -0.12218E-05    0.83862E-05   -0.12218E-05    0.12089E-07
   697    0.18364E+04   -0.94494E+02    0.84486E-05   -0.94494E+02    0.38364E+02   -0.12204E-05    0.84486E-05   -0.12204E-05    0.12059E-07
   698    0.18408E+04   -0.96056E+02    0.85103E-05   -0.96056E+02    0.38306E+02   -0.12189E-05    0.85103E-05   -0.12189E-05    0.12028E-07
   699    0.18454E+04   -0.97596E+02    0.85713E-05   -0.97596E+02    0.38243E+02   -0.12172E-05    0.85713E-05   -0.12172E-05    0.11997E-07
   700    0.18503E+04   -0.99121E+02    0.86316E-05   -0.99121E+02    0.38173E+02   -0.12153E-05    0.86316E-05   -0.12153E-05    0.11967E-07
   701    0.18553E+04   -0.10063E+03    0.86912E-05   -0.10063E+03    0.38097E+02   -0.12134E-05    0.86912E-05   -0.12134E-05    0.11936E-07
   702    0.18604E+04   -0.10211E+03    0.87500E-05   -0.10211E+03    0.38015E+02   -0.12113E-05    0.87500E-05   -0.12113E-05    0.11906E-07
   703    0.18657E+04   -0.10359E+03    0.88080E-05   -0.10359E+03    0.37927E+02   -0.12091E-05    0.88080E-05   -0.12091E-05    0.11876E-07
   704    0.18712E+04   -0.10503E+03    0.88654E-05   -0.10503E+03    0.37833E+02   -0.12067E-05    0.88654E-05   -0.12067E-05    0.11846E-07
   705    0.18767E+04   -0.10645E+03    0.89220E-05   -0.10645E+03    0.37733E+02   -0.12042E-05    0.89220E-05   -0.12042E-05    0.11816E-07
   706    0.18825E+04   -0.10785E+03    0.89778E-05   -0.10785E+03    0.37627E+02   -0.12016E-05    0.89778E-05   -0.12016E-05    0.11786E-07
   707    0.18883E+04   -0.10923E+03    0.90329E-05   -0.10923E+03    0.37515E+02   -0.11989E-05    0.90329E-05   -0.11989E-05    0.11757E-07
   708    0.18945E+04   -0.11058E+03    0.90872E-05   -0.11058E+03    0.37398E+02   -0.11960E-05    0.90872E-05   -0.11960E-05    0.11727E-07
   709    0.19006E+04   -0.11191E+03    0.91408E-05   -0.11191E+03    0.37275E+02   -0.11930E-05    0.91408E-05   -0.11930E-05    0.11697E-07
   710    0.19070E+04   -0.11322E+03    0.91936E-05   -0.11322E+03    0.37146E+02   -0.11899E-05    0.91936E-05   -0.11899E-05    0.11668E-07
   711    0.19135E+04   -0.11449E+03    0.92457E-05   -0.11449E+03    0.37012E+02   -0.11866E-05    0.92457E-05   -0.11866E-05    0.11639E-07
   712    0.19201E+04   -0.11575E+03    0.92970E-05   -0.11575E+03    0.36872E+02   -0.11833E-05    0.92970E-05   -0.11833E-05    0.11610E-07
   713    0.19269E+04   -0.11698E+03    0.93475E-05   -0.11698E+03    0.36726E+02   -0.11798E-05    0.93475E-05   -0.11798E-05    0.11580E-07
   714    0.19337E+04   -0.11818E+03    0.93973E-05   -0.11818E+03    0.36576E+02   -0.11762E-05    0.93973E-05   -0.11762E-05    0.11551E-07
   715    0.19406E+04   -0.11935E+03    0.94462E-05   -0.11935E+03    0.36419E+02   -0.11725E-05    0.94462E-05   -0.11725E-05    0.11523E-07
