#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1257    0.79478E+03    0.56104E+00    0.12843E-05    0.56104E+00    0.28672E+02   -0.31848E-06    0.12843E-05   -0.31848E-06    0.37520E-08
  1258    0.79111E+03   -0.69299E-01    0.12792E-05   -0.69299E-01    0.28841E+02   -0.32010E-06    0.12792E-05   -0.32010E-06    0.37454E-08
  1259    0.78752E+03   -0.71172E+00    0.12735E-05   -0.71172E+00    0.29007E+02   -0.32166E-06    0.12735E-05   -0.32166E-06    0.37388E-08
  1260    0.78400E+03   -0.13658E+01    0.12674E-05   -0.13658E+01    0.29170E+02   -0.32316E-06    0.12674E-05   -0.32316E-06    0.37322E-08
  1261    0.78056E+03   -0.20314E+01    0.12609E-05   -0.20314E+01    0.29330E+02   -0.32460E-06    0.12609E-05   -0.32460E-06    0.37256E-08
  1262    0.77719E+03   -0.27080E+01    0.12539E-05   -0.27080E+01    0.29487E+02   -0.32598E-06    0.12539E-05   -0.32598E-06    0.37191E-08
  1263    0.77390E+03   -0.33955E+01    0.12466E-05   -0.33955E+01    0.29641E+02   -0.32731E-06    0.12466E-05   -0.32731E-06    0.37125E-08
  1264    0.77061E+03   -0.40936E+01    0.12389E-05   -0.40936E+01    0.29791E+02   -0.32858E-06    0.12389E-05   -0.32858E-06    0.37060E-08
  1265    0.76748E+03   -0.48018E+01    0.12309E-05   -0.48018E+01    0.29938E+02   -0.32980E-06    0.12309E-05   -0.32980E-06    0.36995E-08
  1266    0.76434E+03   -0.55197E+01    0.12226E-05   -0.55197E+01    0.30082E+02   -0.33097E-06    0.12226E-05   -0.33097E-06    0.36930E-08
  1267    0.76128E+03   -0.62472E+01    0.12141E-05   -0.62472E+01    0.30221E+02   -0.33208E-06    0.12141E-05   -0.33208E-06    0.36865E-08
  1268    0.75830E+03   -0.69839E+01    0.12053E-05   -0.69839E+01    0.30358E+02   -0.33315E-06    0.12053E-05   -0.33315E-06    0.36801E-08
  1269    0.75541E+03   -0.77291E+01    0.11963E-05   -0.77291E+01    0.30490E+02   -0.33416E-06    0.11963E-05   -0.33416E-06    0.36736E-08
  1270    0.75257E+03   -0.84836E+01    0.11872E-05   -0.84836E+01    0.30618E+02   -0.33512E-06    0.11872E-05   -0.33512E-06    0.36672E-08
  1271    0.74980E+03   -0.92458E+01    0.11779E-05   -0.92458E+01    0.30743E+02   -0.33603E-06    0.11779E-05   -0.33603E-06    0.36607E-08
  1272    0.74709E+03   -0.10016E+02    0.11686E-05   -0.10016E+02    0.30865E+02   -0.33690E-06    0.11686E-05   -0.33690E-06    0.36543E-08
  1273    0.74444E+03   -0.10793E+02    0.11591E-05   -0.10793E+02    0.30982E+02   -0.33771E-06    0.11591E-05   -0.33771E-06    0.36479E-08
  1274    0.74187E+03   -0.11577E+02    0.11496E-05   -0.11577E+02    0.31094E+02   -0.33848E-06    0.11496E-05   -0.33848E-06    0.36416E-08
  1275    0.73936E+03   -0.12368E+02    0.11401E-05   -0.12368E+02    0.31204E+02   -0.33921E-06    0.11401E-05   -0.33921E-06    0.36352E-08
  1276    0.73692E+03   -0.13165E+02    0.11307E-05   -0.13165E+02    0.31309E+02   -0.33988E-06    0.11307E-05   -0.33988E-06    0.36288E-08
  1277    0.73456E+03   -0.13968E+02    0.11212E-05   -0.13968E+02    0.31411E+02   -0.34052E-06    0.11212E-05   -0.34052E-06    0.36225E-08
  1278    0.73226E+03   -0.14777E+02    0.11119E-05   -0.14777E+02    0.31508E+02   -0.34111E-06    0.11119E-05   -0.34111E-06    0.36162E-08
  1279    0.73004E+03   -0.15590E+02    0.11027E-05   -0.15590E+02    0.31601E+02   -0.34165E-06    0.11027E-05   -0.34165E-06    0.36099E-08
  1280    0.72790E+03   -0.16410E+02    0.10936E-05   -0.16410E+02    0.31690E+02   -0.34216E-06    0.10936E-05   -0.34216E-06    0.36036E-08
  1281    0.72582E+03   -0.17232E+02    0.10846E-05   -0.17232E+02    0.31775E+02   -0.34262E-06    0.10846E-05   -0.34262E-06    0.35973E-08
  1282    0.72383E+03   -0.18060E+02    0.10759E-05   -0.18060E+02    0.31856E+02   -0.34305E-06    0.10759E-05   -0.34305E-06    0.35910E-08
  1283    0.72190E+03   -0.18891E+02    0.10674E-05   -0.18891E+02    0.31932E+02   -0.34343E-06    0.10674E-05   -0.34343E-06    0.35848E-08
  1284    0.72004E+03   -0.19726E+02    0.10592E-05   -0.19726E+02    0.32004E+02   -0.34378E-06    0.10592E-05   -0.34378E-06    0.35785E-08
  1285    0.71825E+03   -0.20563E+02    0.10513E-05   -0.20563E+02    0.32073E+02   -0.34409E-06    0.10513E-05   -0.34409E-06    0.35723E-08
  1286    0.71653E+03   -0.21403E+02    0.10437E-05   -0.21403E+02    0.32135E+02   -0.34436E-06    0.10437E-05   -0.34436E-06    0.35661E-08
  1287    0.71490E+03   -0.22245E+02    0.10364E-05   -0.22245E+02    0.32195E+02   -0.34459E-06    0.10364E-05   -0.34459E-06    0.35599E-08
  1288    0.71333E+03   -0.23090E+02    0.10295E-05   -0.23090E+02    0.32249E+02   -0.34479E-06    0.10295E-05   -0.34479E-06    0.35537E-08
  1289    0.71184E+03   -0.23935E+02    0.10231E-05   -0.23935E+02    0.32300E+02   -0.34496E-06    0.10231E-05   -0.34496E-06    0.35475E-08
  1290    0.71041E+03   -0.24782E+02    0.10170E-05   -0.24782E+02    0.32345E+02   -0.34509E-06    0.10170E-05   -0.34509E-06    0.35414E-08
  1291    0.70907E+03   -0.25630E+02    0.10115E-05   -0.25630E+02    0.32387E+02   -0.34518E-06    0.10115E-05   -0.34518E-06    0.35352E-08
  1292    0.70779E+03   -0.26479E+02    0.10065E-05   -0.26479E+02    0.32422E+02   -0.34525E-06    0.10065E-05   -0.34525E-06    0.35291E-08
  1293    0.70658E+03   -0.27328E+02    0.10020E-05   -0.27328E+02    0.32455E+02   -0.34528E-06    0.10020E-05   -0.34528E-06    0.35230E-08
  1294    0.70545E+03   -0.28175E+02    0.99803E-06   -0.28175E+02    0.32483E+02   -0.34529E-06    0.99803E-06   -0.34529E-06    0.35168E-08
  1295    0.70438E+03   -0.29023E+02    0.99470E-06   -0.29023E+02    0.32507E+02   -0.34526E-06    0.99470E-06   -0.34526E-06    0.35108E-08
  1296    0.70339E+03   -0.29868E+02    0.99199E-06   -0.29868E+02    0.32526E+02   -0.34520E-06    0.99199E-06   -0.34520E-06    0.35047E-08
  1297    0.70247E+03   -0.30713E+02    0.98994E-06   -0.30713E+02    0.32541E+02   -0.34512E-06    0.98994E-06   -0.34512E-06    0.34986E-08
  1298    0.70162E+03   -0.31555E+02    0.98858E-06   -0.31555E+02    0.32551E+02   -0.34501E-06    0.98858E-06   -0.34501E-06    0.34926E-08
  1299    0.70083E+03   -0.32397E+02    0.98794E-06   -0.32397E+02    0.32557E+02   -0.34487E-06    0.98794E-06   -0.34487E-06    0.34865E-08
  1300    0.70013E+03   -0.33235E+02    0.98805E-06   -0.33235E+02    0.32557E+02   -0.34471E-06    0.98805E-06   -0.34471E-06    0.34805E-08
  1301    0.69949E+03   -0.34070E+02    0.98893E-06   -0.34070E+02    0.32555E+02   -0.34452E-06    0.98893E-06   -0.34452E-06    0.34745E-08
  1302    0.69892E+03   -0.34901E+02    0.99055E-06   -0.34901E+02    0.32547E+02   -0.34430E-06    0.99055E-06   -0.34430E-06    0.34685E-08
  1303    0.69841E+03   -0.35730E+02    0.99289E-06   -0.35730E+02    0.32534E+02   -0.34406E-06    0.99289E-06   -0.34406E-06    0.34625E-08
  1304    0.69798E+03   -0.36555E+02    0.99591E-06   -0.36555E+02    0.32518E+02   -0.34380E-06    0.99591E-06   -0.34380E-06    0.34565E-08
  1305    0.69761E+03   -0.37376E+02    0.99957E-06   -0.37376E+02    0.32496E+02   -0.34351E-06    0.99957E-06   -0.34351E-06    0.34506E-08
  1306    0.69730E+03   -0.38192E+02    0.10038E-05   -0.38192E+02    0.32471E+02   -0.34319E-06    0.10038E-05   -0.34319E-06    0.34446E-08
  1307    0.69707E+03   -0.39002E+02    0.10087E-05   -0.39002E+02    0.32441E+02   -0.34285E-06    0.10087E-05   -0.34285E-06    0.34387E-08
  1308    0.69690E+03   -0.39809E+02    0.10141E-05   -0.39809E+02    0.32406E+02   -0.34247E-06    0.10141E-05   -0.34247E-06    0.34327E-08
  1309    0.69679E+03   -0.40608E+02    0.10200E-05   -0.40608E+02    0.32366E+02   -0.34208E-06    0.10200E-05   -0.34208E-06    0.34268E-08
  1310    0.69675E+03   -0.41403E+02    0.10264E-05   -0.41403E+02    0.32323E+02   -0.34165E-06    0.10264E-05   -0.34165E-06    0.34209E-08
  1311    0.69677E+03   -0.42191E+02    0.10332E-05   -0.42191E+02    0.32275E+02   -0.34120E-06    0.10332E-05   -0.34120E-06    0.34151E-08
  1312    0.69688E+03   -0.42972E+02    0.10404E-05   -0.42972E+02    0.32224E+02   -0.34072E-06    0.10404E-05   -0.34072E-06    0.34092E-08
  1313    0.69703E+03   -0.43748E+02    0.10480E-05   -0.43748E+02    0.32167E+02   -0.34021E-06    0.10480E-05   -0.34021E-06    0.34033E-08
  1314    0.69725E+03   -0.44514E+02    0.10560E-05   -0.44514E+02    0.32107E+02   -0.33967E-06    0.10560E-05   -0.33967E-06    0.33975E-08
  1315    0.69752E+03   -0.45274E+02    0.10643E-05   -0.45274E+02    0.32042E+02   -0.33911E-06    0.10643E-05   -0.33911E-06    0.33916E-08
  1316    0.69786E+03   -0.46026E+02    0.10728E-05   -0.46026E+02    0.31972E+02   -0.33852E-06    0.10728E-05   -0.33852E-06    0.33858E-08
  1317    0.69826E+03   -0.46770E+02    0.10816E-05   -0.46770E+02    0.31900E+02   -0.33789E-06    0.10816E-05   -0.33789E-06    0.33800E-08
  1318    0.69870E+03   -0.47504E+02    0.10905E-05   -0.47504E+02    0.31822E+02   -0.33724E-06    0.10905E-05   -0.33724E-06    0.33742E-08
  1319    0.69921E+03   -0.48232E+02    0.10997E-05   -0.48232E+02    0.31740E+02   -0.33656E-06    0.10997E-05   -0.33656E-06    0.33684E-08
  1320    0.69977E+03   -0.48949E+02    0.11090E-05   -0.48949E+02    0.31655E+02   -0.33585E-06    0.11090E-05   -0.33585E-06    0.33627E-08
  1321    0.70039E+03   -0.49658E+02    0.11184E-05   -0.49658E+02    0.31566E+02   -0.33511E-06    0.11184E-05   -0.33511E-06    0.33569E-08
  1322    0.70107E+03   -0.50356E+02    0.11279E-05   -0.50356E+02    0.31471E+02   -0.33433E-06    0.11279E-05   -0.33433E-06    0.33512E-08
  1323    0.70180E+03   -0.51044E+02    0.11374E-05   -0.51044E+02    0.31373E+02   -0.33353E-06    0.11374E-05   -0.33353E-06    0.33454E-08
  1324    0.70258E+03   -0.51724E+02    0.11469E-05   -0.51724E+02    0.31271E+02   -0.33270E-06    0.11469E-05   -0.33270E-06    0.33397E-08
  1325    0.70341E+03   -0.52391E+02    0.11564E-05   -0.52391E+02    0.31166E+02   -0.33183E-06    0.11564E-05   -0.33183E-06    0.33340E-08
  1326    0.70431E+03   -0.53049E+02    0.11658E-05   -0.53049E+02    0.31057E+02   -0.33094E-06    0.11658E-05   -0.33094E-06    0.33283E-08
  1327    0.70523E+03   -0.53696E+02    0.11751E-05   -0.53696E+02    0.30944E+02   -0.33001E-06    0.11751E-05   -0.33001E-06    0.33226E-08
  1328    0.70622E+03   -0.54331E+02    0.11843E-05   -0.54331E+02    0.30828E+02   -0.32905E-06    0.11843E-05   -0.32905E-06    0.33169E-08
  1329    0.70725E+03   -0.54955E+02    0.11933E-05   -0.54955E+02    0.30708E+02   -0.32806E-06    0.11933E-05   -0.32806E-06    0.33113E-08
  1330    0.70833E+03   -0.55567E+02    0.12022E-05   -0.55567E+02    0.30583E+02   -0.32704E-06    0.12022E-05   -0.32704E-06    0.33056E-08
  1331    0.70946E+03   -0.56167E+02    0.12108E-05   -0.56167E+02    0.30456E+02   -0.32598E-06    0.12108E-05   -0.32598E-06    0.33000E-08
  1332    0.71062E+03   -0.56756E+02    0.12191E-05   -0.56756E+02    0.30324E+02   -0.32489E-06    0.12191E-05   -0.32489E-06    0.32943E-08
  1333    0.71183E+03   -0.57331E+02    0.12271E-05   -0.57331E+02    0.30189E+02   -0.32377E-06    0.12271E-05   -0.32377E-06    0.32887E-08
  1334    0.71309E+03   -0.57894E+02    0.12348E-05   -0.57894E+02    0.30052E+02   -0.32262E-06    0.12348E-05   -0.32262E-06    0.32831E-08
  1335    0.71438E+03   -0.58444E+02    0.12422E-05   -0.58444E+02    0.29910E+02   -0.32143E-06    0.12422E-05   -0.32143E-06    0.32775E-08
  1336    0.71572E+03   -0.58980E+02    0.12491E-05   -0.58980E+02    0.29766E+02   -0.32021E-06    0.12491E-05   -0.32021E-06    0.32720E-08
  1337    0.71709E+03   -0.59504E+02    0.12556E-05   -0.59504E+02    0.29617E+02   -0.31895E-06    0.12556E-05   -0.31895E-06    0.32664E-08
  1338    0.71850E+03   -0.60014E+02    0.12617E-05   -0.60014E+02    0.29466E+02   -0.31766E-06    0.12617E-05   -0.31766E-06    0.32608E-08
  1339    0.71995E+03   -0.60511E+02    0.12672E-05   -0.60511E+02    0.29311E+02   -0.31633E-06    0.12672E-05   -0.31633E-06    0.32553E-08
  1340    0.72144E+03   -0.60995E+02    0.12722E-05   -0.60995E+02    0.29154E+02   -0.31497E-06    0.12722E-05   -0.31497E-06    0.32498E-08
  1341    0.72295E+03   -0.61464E+02    0.12766E-05   -0.61464E+02    0.28994E+02   -0.31358E-06    0.12766E-05   -0.31358E-06    0.32442E-08
  1342    0.72450E+03   -0.61919E+02    0.12804E-05   -0.61919E+02    0.28831E+02   -0.31215E-06    0.12804E-05   -0.31215E-06    0.32387E-08
  1343    0.72608E+03   -0.62359E+02    0.12836E-05   -0.62359E+02    0.28665E+02   -0.31068E-06    0.12836E-05   -0.31068E-06    0.32332E-08
  1344    0.72770E+03   -0.62785E+02    0.12862E-05   -0.62785E+02    0.28496E+02   -0.30918E-06    0.12862E-05   -0.30918E-06    0.32278E-08
  1345    0.72933E+03   -0.63196E+02    0.12880E-05   -0.63196E+02    0.28325E+02   -0.30764E-06    0.12880E-05   -0.30764E-06    0.32223E-08
  1346    0.73100E+03   -0.63594E+02    0.12891E-05   -0.63594E+02    0.28150E+02   -0.30607E-06    0.12891E-05   -0.30607E-06    0.32168E-08
  1347    0.73270E+03   -0.63975E+02    0.12894E-05   -0.63975E+02    0.27973E+02   -0.30445E-06    0.12894E-05   -0.30445E-06    0.32114E-08
  1348    0.73441E+03   -0.64342E+02    0.12889E-05   -0.64342E+02    0.27794E+02   -0.30281E-06    0.12889E-05   -0.30281E-06    0.32059E-08
  1349    0.73617E+03   -0.64693E+02    0.12876E-05   -0.64693E+02    0.27611E+02   -0.30112E-06    0.12876E-05   -0.30112E-06    0.32005E-08
  1350    0.73793E+03   -0.65029E+02    0.12853E-05   -0.65029E+02    0.27427E+02   -0.29940E-06    0.12853E-05   -0.29940E-06    0.31951E-08
  1351    0.73972E+03   -0.65349E+02    0.12823E-05   -0.65349E+02    0.27241E+02   -0.29764E-06    0.12823E-05   -0.29764E-06    0.31897E-08
  1352    0.74153E+03   -0.65653E+02    0.12783E-05   -0.65653E+02    0.27052E+02   -0.29584E-06    0.12783E-05   -0.29584E-06    0.31843E-08
  1353    0.74336E+03   -0.65942E+02    0.12736E-05   -0.65942E+02    0.26862E+02   -0.29401E-06    0.12736E-05   -0.29401E-06    0.31789E-08
  1354    0.74520E+03   -0.66216E+02    0.12681E-05   -0.66216E+02    0.26669E+02   -0.29214E-06    0.12681E-05   -0.29214E-06    0.31735E-08
  1355    0.74707E+03   -0.66474E+02    0.12620E-05   -0.66474E+02    0.26474E+02   -0.29025E-06    0.12620E-05   -0.29025E-06    0.31682E-08
  1356    0.74896E+03   -0.66717E+02    0.12552E-05   -0.66717E+02    0.26278E+02   -0.28832E-06    0.12552E-05   -0.28832E-06    0.31628E-08
  1357    0.75085E+03   -0.66942E+02    0.12478E-05   -0.66942E+02    0.26079E+02   -0.28635E-06    0.12478E-05   -0.28635E-06    0.31575E-08
  1358    0.75275E+03   -0.67150E+02    0.12400E-05   -0.67150E+02    0.25879E+02   -0.28436E-06    0.12400E-05   -0.28436E-06    0.31521E-08
  1359    0.75466E+03   -0.67345E+02    0.12317E-05   -0.67345E+02    0.25677E+02   -0.28235E-06    0.12317E-05   -0.28235E-06    0.31468E-08
  1360    0.75657E+03   -0.67521E+02    0.12230E-05   -0.67521E+02    0.25475E+02   -0.28030E-06    0.12230E-05   -0.28030E-06    0.31415E-08
  1361    0.75850E+03   -0.67683E+02    0.12140E-05   -0.67683E+02    0.25269E+02   -0.27823E-06    0.12140E-05   -0.27823E-06    0.31362E-08
  1362    0.76042E+03   -0.67826E+02    0.12047E-05   -0.67826E+02    0.25062E+02   -0.27614E-06    0.12047E-05   -0.27614E-06    0.31309E-08
  1363    0.76236E+03   -0.67956E+02    0.11952E-05   -0.67956E+02    0.24854E+02   -0.27402E-06    0.11952E-05   -0.27402E-06    0.31257E-08
  1364    0.76427E+03   -0.68068E+02    0.11855E-05   -0.68068E+02    0.24646E+02   -0.27188E-06    0.11855E-05   -0.27188E-06    0.31204E-08
  1365    0.76627E+03   -0.68163E+02    0.11757E-05   -0.68163E+02    0.24435E+02   -0.26972E-06    0.11757E-05   -0.26972E-06    0.31152E-08
  1366    0.76820E+03   -0.68243E+02    0.11658E-05   -0.68243E+02    0.24224E+02   -0.26754E-06    0.11658E-05   -0.26754E-06    0.31099E-08
  1367    0.77013E+03   -0.68307E+02    0.11560E-05   -0.68307E+02    0.24010E+02   -0.26534E-06    0.11560E-05   -0.26534E-06    0.31047E-08
  1368    0.77214E+03   -0.68354E+02    0.11462E-05   -0.68354E+02    0.23798E+02   -0.26313E-06    0.11462E-05   -0.26313E-06    0.30995E-08
  1369    0.77407E+03   -0.68384E+02    0.11366E-05   -0.68384E+02    0.23583E+02   -0.26089E-06    0.11366E-05   -0.26089E-06    0.30943E-08
  1370    0.77600E+03   -0.68399E+02    0.11271E-05   -0.68399E+02    0.23368E+02   -0.25865E-06    0.11271E-05   -0.25865E-06    0.30891E-08
  1371    0.77793E+03   -0.68397E+02    0.11178E-05   -0.68397E+02    0.23153E+02   -0.25639E-06    0.11178E-05   -0.25639E-06    0.30839E-08
  1372    0.77986E+03   -0.68378E+02    0.11088E-05   -0.68378E+02    0.22936E+02   -0.25412E-06    0.11088E-05   -0.25412E-06    0.30787E-08
  1373    0.78179E+03   -0.68344E+02    0.11002E-05   -0.68344E+02    0.22720E+02   -0.25183E-06    0.11002E-05   -0.25183E-06    0.30735E-08
  1374    0.78372E+03   -0.68294E+02    0.10920E-05   -0.68294E+02    0.22503E+02   -0.24954E-06    0.10920E-05   -0.24954E-06    0.30684E-08
  1375    0.78565E+03   -0.68227E+02    0.10843E-05   -0.68227E+02    0.22285E+02   -0.24724E-06    0.10843E-05   -0.24724E-06    0.30632E-08
  1376    0.78758E+03   -0.68144E+02    0.10770E-05   -0.68144E+02    0.22067E+02   -0.24493E-06    0.10770E-05   -0.24493E-06    0.30581E-08
  1377    0.78951E+03   -0.68046E+02    0.10704E-05   -0.68046E+02    0.21850E+02   -0.24261E-06    0.10704E-05   -0.24261E-06    0.30530E-08
  1378    0.79144E+03   -0.67932E+02    0.10643E-05   -0.67932E+02    0.21631E+02   -0.24029E-06    0.10643E-05   -0.24029E-06    0.30479E-08
  1379    0.79330E+03   -0.67802E+02    0.10590E-05   -0.67802E+02    0.21414E+02   -0.23797E-06    0.10590E-05   -0.23797E-06    0.30428E-08
  1380    0.79515E+03   -0.67656E+02    0.10544E-05   -0.67656E+02    0.21195E+02   -0.23564E-06    0.10544E-05   -0.23564E-06    0.30377E-08
  1381    0.79701E+03   -0.67494E+02    0.10506E-05   -0.67494E+02    0.20977E+02   -0.23331E-06    0.10506E-05   -0.23331E-06    0.30326E-08
  1382    0.79871E+03   -0.67315E+02    0.10477E-05   -0.67315E+02    0.20759E+02   -0.23098E-06    0.10477E-05   -0.23098E-06    0.30275E-08
  1383    0.80057E+03   -0.67123E+02    0.10457E-05   -0.67123E+02    0.20542E+02   -0.22866E-06    0.10457E-05   -0.22866E-06    0.30224E-08
  1384    0.80227E+03   -0.66914E+02    0.10446E-05   -0.66914E+02    0.20325E+02   -0.22633E-06    0.10446E-05   -0.22633E-06    0.30174E-08
  1385    0.80398E+03   -0.66689E+02    0.10446E-05   -0.66689E+02    0.20108E+02   -0.22401E-06    0.10446E-05   -0.22401E-06    0.30124E-08
  1386    0.80568E+03   -0.66450E+02    0.10457E-05   -0.66450E+02    0.19892E+02   -0.22169E-06    0.10457E-05   -0.22169E-06    0.30073E-08
  1387    0.80731E+03   -0.66195E+02    0.10479E-05   -0.66195E+02    0.19676E+02   -0.21938E-06    0.10479E-05   -0.21938E-06    0.30023E-08
  1388    0.80909E+03   -0.65926E+02    0.10513E-05   -0.65926E+02    0.19461E+02   -0.21707E-06    0.10513E-05   -0.21707E-06    0.29973E-08
  1389    0.81071E+03   -0.65641E+02    0.10560E-05   -0.65641E+02    0.19246E+02   -0.21477E-06    0.10560E-05   -0.21477E-06    0.29923E-08
  1390    0.81227E+03   -0.65342E+02    0.10620E-05   -0.65342E+02    0.19033E+02   -0.21249E-06    0.10620E-05   -0.21249E-06    0.29873E-08
  1391    0.81389E+03   -0.65029E+02    0.10693E-05   -0.65029E+02    0.18821E+02   -0.21021E-06    0.10693E-05   -0.21021E-06    0.29823E-08
  1392    0.81544E+03   -0.64701E+02    0.10781E-05   -0.64701E+02    0.18609E+02   -0.20794E-06    0.10781E-05   -0.20794E-06    0.29774E-08
  1393    0.81700E+03   -0.64358E+02    0.10884E-05   -0.64358E+02    0.18400E+02   -0.20569E-06    0.10884E-05   -0.20569E-06    0.29724E-08
  1394    0.81847E+03   -0.64003E+02    0.11002E-05   -0.64003E+02    0.18190E+02   -0.20345E-06    0.11002E-05   -0.20345E-06    0.29674E-08
  1395    0.81994E+03   -0.63632E+02    0.11136E-05   -0.63632E+02    0.17982E+02   -0.20123E-06    0.11136E-05   -0.20123E-06    0.29625E-08
